complaint_id,description,violation_category
C03909,nagreport si teacher na nangopya sa gym. (vandalism),Vandalism
C03910,nagreport si teacher na nagyoyosi sa classroom. (using another person’s identity),Using Another Person’s Identity
C03911,According to CCTV footage naka improper uniform sa hallway. (leaving classroom without permission),Leaving Classroom Without Permission
C03912,nakita ko na nag-aaway malapit sa gate. (extortion or blackmail),Extortion or Blackmail
C03913,As stated in the complaint nagyoyosi sa classroom. (deleting or damaging files),Deleting or Damaging Files
C03914,nagreport si teacher na uminom ng alak sa gym. (jumping over the fence),Jumping Over the Fence
C03915,caught siya na naglagay ng sticker sa ID sa classroom. (colored nail polish),Colored Nail Polish
C03916,sinabihan ako na naglagay ng sticker sa ID sa canteen. (participating in indecent conduct),Participating in Indecent Conduct
C03917,sinabihan ako na nang-insulto ng teacher sa canteen. (wearing ripped or revealing clothes),Wearing Ripped or Revealing Clothes
C03918,caught siya na walang suot na ID sa classroom. (membership in fraternities),Membership in Fraternities
C03919,sinabihan ako na naka improper uniform sa computer lab. (bringing dishonor to school),Bringing Dishonor to School
C03920,The student was observed nag-aaway sa computer lab. (providing or financing drugs),Providing or Financing Drugs
C03921,Based on teacher's report nagdala ng cellphone kahit bawal sa library. (unexcused tardiness/absence from class),Unexcused Tardiness/Absence From Class
C03922,As stated in the complaint nagpost ng bastos na picture sa library. (unauthorized access to school computer),Unauthorized Access to School Computer
C03923,It was reported that nagdala ng cellphone kahit bawal sa classroom. (posting indecent pictures online),Posting Indecent Pictures Online
C03924,caught siya na uminom ng alak sa library. (drug pushing),Drug Pushing
C03925,caught siya na nang-insulto ng teacher malapit sa gate. (wearing inappropriate/incomplete uniform),Wearing Inappropriate/Incomplete Uniform
C03926,caught siya na nangopya sa canteen. (vandalism),Vandalism
C03927,may nagsumbong na nag-aaway sa computer lab. (conviction for criminal offense),Conviction for Criminal Offense
C03928,As stated in the complaint walang suot na ID sa computer lab. (viewing pornographic sites),Viewing Pornographic Sites
C03929,sinabihan ako na naka improper uniform sa hallway. (shoplifting),Shoplifting
C03930,may nagsumbong na nang-insulto ng teacher sa library. (deleting or damaging files),Deleting or Damaging Files
C03931,It was reported that nag-aaway sa library. (indecency in media),Indecency in Media
C03932,sinabihan ako na nakipagsuntukan sa hallway. (unauthorized access to school computer),Unauthorized Access to School Computer
C03933,nahuli siya na nakipagsuntukan sa canteen. (using gadgets without permission),Using Gadgets Without Permission
C03934,sinabihan ako na nangopya sa canteen. (assault fellow students),Assault Fellow Students
C03935,Based on teacher's report nagdala ng cellphone kahit bawal sa canteen. (viewing pornographic sites),Viewing Pornographic Sites
C03936,may nagsumbong na naka improper uniform sa computer lab. (gambling or betting),Gambling or Betting
C03937,nahuli siya na naglagay ng sticker sa ID sa canteen. (participating in indecent conduct),Participating in Indecent Conduct
C03938,nagreport si teacher na nagdala ng cellphone kahit bawal sa library. (inciting others to break rules),Inciting Others to Break Rules
C03939,caught siya na nagyoyosi malapit sa gate. (colored nail polish),Colored Nail Polish
C03940,nakita ko na naglagay ng sticker sa ID malapit sa gate. (deleting or damaging files),Deleting or Damaging Files
C03941,Based on teacher's report nang-insulto ng teacher sa computer lab. (willful damage of property),Willful Damage of Property
C03942,nakita ko na sumisigaw malapit sa gate. (drug pushing),Drug Pushing
C03943,nahuli siya na nangopya sa hallway. (consistent violation of rules),Consistent Violation of Rules
C03944,It was reported that nagdala ng cellphone kahit bawal malapit sa gate. (public display of affection),Public Display of Affection
C03945,Based on teacher's report nangopya sa library. (engaging in gambling),Engaging in Gambling
C03946,sinabihan ako na naglagay ng sticker sa ID sa library. (direct assault on authority),Direct Assault on Authority
C03947,nakita ko na naka improper uniform sa canteen. (posting destructive language online),Posting Destructive Language Online
C03948,may nagsumbong na sumisigaw sa canteen. (insubordination to authorities),Insubordination to Authorities
C03949,nagreport si teacher na nakipagsuntukan sa hallway. (forgery),Forgery
C03950,It was reported that naka improper uniform sa canteen. (spreading gossip online),Spreading Gossip Online
C03951,nagreport si teacher na nagdala ng cellphone kahit bawal sa library. (jumping over the fence),Jumping Over the Fence
C03952,caught siya na nagche-cheat sa exam sa hallway. (tampering with network settings),Tampering with Network Settings
C03953,sinabihan ako na nag-aaway malapit sa gate. (public display of affection),Public Display of Affection
C03954,According to CCTV footage naka improper uniform sa hallway. (purchase or sale of alcohol/cigarettes),Purchase or Sale of Alcohol/Cigarettes
C03955,Based on teacher's report nagpost ng bastos na picture sa canteen. (shouting or making noise in public areas),Shouting or Making Noise in Public Areas
C03956,nagreport si teacher na nagyoyosi sa hallway. (drug pushing),Drug Pushing
C03957,As stated in the complaint uminom ng alak sa canteen. (bringing dishonor to school),Bringing Dishonor to School
C03958,Based on teacher's report nang-insulto ng teacher sa computer lab. (cybersecurity breach (plagiarism)),Cybersecurity Breach (Plagiarism)
C03959,caught siya na nagpost ng bastos na picture sa library. (wearing ripped or revealing clothes),Wearing Ripped or Revealing Clothes
C03960,As stated in the complaint sumisigaw malapit sa gate. (failure to comply with investigation),Failure to Comply with Investigation
C03961,caught siya na naka improper uniform malapit sa gate. (immoral conduct on/off campus),Immoral Conduct On/Off Campus
C03962,According to CCTV footage nangopya sa computer lab. (conviction for criminal offense),Conviction for Criminal Offense
C03963,The student was caught nang-insulto ng teacher sa canteen. (displaying pornographic materials),Displaying Pornographic Materials
C03964,Based on teacher's report nagyoyosi sa library. (cybersecurity breach (plagiarism)),Cybersecurity Breach (Plagiarism)
C03965,It was reported that nag-aaway sa library. (drug pushing),Drug Pushing
C03966,As stated in the complaint nagdala ng cellphone kahit bawal sa hallway. (not following prescribed haircut),Not Following Prescribed Haircut
C03967,caught siya na nang-insulto ng teacher sa canteen. (bullying faculty members),Bullying Faculty Members
C03968,may nagsumbong na nagpost ng bastos na picture sa hallway. (recruitment in sororities/fraternities),Recruitment in Sororities/Fraternities
C03969,The student was observed sumisigaw sa library. (assault fellow students),Assault Fellow Students
C03970,The student was observed nagpost ng bastos na picture sa canteen. (providing or financing drugs),Providing or Financing Drugs
C03971,The student was caught nag-aaway sa canteen. (shoplifting),Shoplifting
C03972,Based on teacher's report walang suot na ID malapit sa gate. (engaging in gambling),Engaging in Gambling
C03973,nahuli siya na nagdala ng cellphone kahit bawal sa gym. (assault fellow students),Assault Fellow Students
C03974,sinabihan ako na nangopya sa library. (unexcused tardiness/absence from class),Unexcused Tardiness/Absence From Class
C03975,Based on teacher's report naglagay ng sticker sa ID malapit sa gate. (littering the campus),Littering the Campus
C03976,nagreport si teacher na walang suot na ID sa computer lab. (lack of respect to faculty),Lack of Respect to Faculty
C03977,As stated in the complaint uminom ng alak sa computer lab. (jumping over the fence),Jumping Over the Fence
C03978,It was reported that nangopya sa library. (failure to comply with investigation),Failure to Comply with Investigation
C03979,According to CCTV footage nang-insulto ng teacher sa hallway. (unauthorized use of information),Unauthorized Use of Information
C03980,caught siya na nangopya sa gym. (wearing accessories not part of uniform),Wearing Accessories Not Part of Uniform
C03981,As stated in the complaint naka improper uniform malapit sa gate. (verbal or physical altercation),Verbal or Physical Altercation
C03982,The student was observed nagyoyosi sa canteen. (shoplifting),Shoplifting
C03983,As stated in the complaint naka improper uniform malapit sa gate. (using gadgets without permission),Using Gadgets Without Permission
C03984,nagreport si teacher na naglagay ng sticker sa ID sa hallway. (use of foul language),Use of Foul Language
C03985,The student was caught nag-aaway sa gym. (viewing pornographic sites),Viewing Pornographic Sites
C03986,sinabihan ako na nagyoyosi sa classroom. (viewing pornographic sites),Viewing Pornographic Sites
C03987,nahuli siya na sumisigaw sa canteen. (wearing inappropriate/incomplete uniform),Wearing Inappropriate/Incomplete Uniform
C03988,Based on teacher's report nagpost ng bastos na picture sa gym. (disobedience or disrespect to authority),Disobedience or Disrespect to Authority
C03989,caught siya na nangopya sa canteen. (wearing heavy make-up),Wearing Heavy Make-up
C03990,nakita ko na nag-aaway malapit sa gate. (public display of affection),Public Display of Affection
C03991,It was reported that nagche-cheat sa exam sa computer lab. (verbal or physical altercation),Verbal or Physical Altercation
C03992,caught siya na naglagay ng sticker sa ID sa computer lab. (real acts of threat),Real Acts of Threat
C03993,nahuli siya na nakipagsuntukan sa hallway. (placing stickers on school id),Placing Stickers on School ID
C03994,Based on teacher's report nagyoyosi sa library. (unauthorized access to school computer),Unauthorized Access to School Computer
C03995,may nagsumbong na naka improper uniform sa gym. (tampering with network settings),Tampering with Network Settings
C03996,sinabihan ako na nakipagsuntukan malapit sa gate. (lending/borrowing another person’s id),Lending/Borrowing Another Person’s ID
C03997,As stated in the complaint walang suot na ID sa gym. (colored or dyed hair/beard),Colored or Dyed Hair/Beard
C03998,According to CCTV footage nagyoyosi sa classroom. (gambling or betting),Gambling or Betting
C03999,According to CCTV footage nakipagsuntukan sa canteen. (purchase or sale of alcohol/cigarettes),Purchase or Sale of Alcohol/Cigarettes
