frequency,repeated_major_count,repeated_minor_count,ongoing_incident_count,total_incidents,is_major,no_violation_count,avg_severity,behavior_ratio,will_reoffend_same_violation,next_repeated_violation
13,0,3,2,26,0,7,0.115,1.625,0,Unbecoming Attitude Of An Image As Pitikarts Such As Gossiping In Multi-media To Endanger Others
18,2,6,0,22,0,7,0.455,2.25,1,Unbecoming Attitude Of An Image As Pitikarts Such As Gossiping In Multi-media To Endanger Others
17,0,8,1,24,1,5,0.333,2.833,1,Unbecoming Attitude Of An Image As Pitikarts Such As Gossiping In Multi-media To Endanger Others
2,5,8,1,19,1,10,0.947,0.182,1,Unbecoming Attitude Of An Image As Pitikarts Such As Gossiping In Multi-media To Endanger Others
5,0,6,1,14,0,15,0.429,0.312,1,Unbecoming Attitude Of An Image As Pitikarts Such As Gossiping In Multi-media To Endanger Others
9,2,0,2,25,1,4,0.16,1.8,1,Unbecoming Attitude Of An Image As Pitikarts Such As Gossiping In Multi-media To Endanger Others
14,1,0,1,21,0,2,0.095,4.667,1,Unbecoming Attitude Of An Image As Pitikarts Such As Gossiping In Multi-media To Endanger Others
12,5,4,1,3,1,3,4.667,3.0,1,Unbecoming Attitude Of An Image As Pitikarts Such As Gossiping In Multi-media To Endanger Others
5,2,1,2,27,0,1,0.185,2.5,1,Unbecoming Attitude Of An Image As Pitikarts Such As Gossiping In Multi-media To Endanger Others
8,1,4,2,19,1,5,0.316,1.333,1,Unbecoming Attitude Of An Image As Pitikarts Such As Gossiping In Multi-media To Endanger Others
19,4,1,0,6,1,13,1.5,1.357,1,Unbecoming Attitude Of An Image As Pitikarts Such As Gossiping In Multi-media To Endanger Others
14,1,6,1,8,1,10,1.0,1.273,1,Unbecoming Attitude Of An Image As Pitikarts Such As Gossiping In Multi-media To Endanger Others
12,2,5,0,4,0,8,2.25,1.333,0,Unbecoming Attitude Of An Image As Pitikarts Such As Gossiping In Multi-media To Endanger Others
13,5,2,2,13,1,4,0.923,2.6,0,Unbecoming Attitude Of An Image As Pitikarts Such As Gossiping In Multi-media To Endanger Others
12,4,8,2,20,0,8,0.8,1.333,1,Unbecoming Attitude Of An Image As Pitikarts Such As Gossiping In Multi-media To Endanger Others
10,2,2,1,23,1,12,0.261,0.769,1,Unbecoming Attitude Of An Image As Pitikarts Such As Gossiping In Multi-media To Endanger Others
1,1,1,1,5,1,6,0.6,0.143,0,Unbecoming Attitude Of An Image As Pitikarts Such As Gossiping In Multi-media To Endanger Others
5,5,7,0,11,1,9,1.545,0.5,0,Unbecoming Attitude Of An Image As Pitikarts Such As Gossiping In Multi-media To Endanger Others
4,1,7,1,22,0,13,0.409,0.286,1,Unbecoming Attitude Of An Image As Pitikarts Such As Gossiping In Multi-media To Endanger Others
5,1,1,2,29,0,12,0.103,0.385,1,Unbecoming Attitude Of An Image As Pitikarts Such As Gossiping In Multi-media To Endanger Others
17,1,6,2,21,1,5,0.381,2.833,1,Unbecoming Attitude Of An Image As Pitikarts Such As Gossiping In Multi-media To Endanger Others
17,5,7,1,25,1,3,0.68,4.25,0,Unbecoming Attitude Of An Image As Pitikarts Such As Gossiping In Multi-media To Endanger Others
12,1,4,1,19,0,6,0.316,1.714,0,Unbecoming Attitude Of An Image As Pitikarts Such As Gossiping In Multi-media To Endanger Others
19,0,1,0,11,0,1,0.091,9.5,1,Unbecoming Attitude Of An Image As Pitikarts Such As Gossiping In Multi-media To Endanger Others
14,5,0,1,28,0,11,0.357,1.167,1,Unbecoming Attitude Of An Image As Pitikarts Such As Gossiping In Multi-media To Endanger Others
12,1,8,2,28,0,12,0.357,0.923,1,Unbecoming Attitude Of An Image As Pitikarts Such As Gossiping In Multi-media To Endanger Others
5,0,6,1,9,1,1,0.667,2.5,0,Unbecoming Attitude Of An Image As Pitikarts Such As Gossiping In Multi-media To Endanger Others
2,1,8,2,10,1,9,1.0,0.2,0,Unbecoming Attitude Of An Image As Pitikarts Such As Gossiping In Multi-media To Endanger Others
3,0,0,0,25,1,2,0.0,1.0,1,Unbecoming Attitude Of An Image As Pitikarts Such As Gossiping In Multi-media To Endanger Others
5,0,8,2,27,1,2,0.296,1.667,0,Unbecoming Attitude Of An Image As Pitikarts Such As Gossiping In Multi-media To Endanger Others
15,3,6,0,30,1,11,0.4,1.25,1,Unbecoming Attitude Of An Image As Pitikarts Such As Gossiping In Multi-media To Endanger Others
15,0,7,1,18,0,4,0.389,3.0,1,Unbecoming Attitude Of An Image As Pitikarts Such As Gossiping In Multi-media To Endanger Others
3,4,8,0,13,0,6,1.231,0.429,0,Unbecoming Attitude Of An Image As Pitikarts Such As Gossiping In Multi-media To Endanger Others
1,2,0,0,23,1,1,0.174,0.5,1,Unbecoming Attitude Of An Image As Pitikarts Such As Gossiping In Multi-media To Endanger Others
13,4,5,0,13,1,2,1.0,4.333,1,Unbecoming Attitude Of An Image As Pitikarts Such As Gossiping In Multi-media To Endanger Others
9,1,7,0,12,0,2,0.75,3.0,0,Unbecoming Attitude Of An Image As Pitikarts Such As Gossiping In Multi-media To Endanger Others
14,4,3,2,4,0,4,2.75,2.8,1,Unbecoming Attitude Of An Image As Pitikarts Such As Gossiping In Multi-media To Endanger Others
10,5,4,0,9,1,12,1.556,0.769,1,Unbecoming Attitude Of An Image As Pitikarts Such As Gossiping In Multi-media To Endanger Others
9,2,4,2,4,0,9,2.0,0.9,1,Unbecoming Attitude Of An Image As Pitikarts Such As Gossiping In Multi-media To Endanger Others
9,0,4,2,9,1,6,0.444,1.286,0,Unbecoming Attitude Of An Image As Pitikarts Such As Gossiping In Multi-media To Endanger Others
15,2,5,2,14,0,9,0.643,1.5,0,Unbecoming Attitude Of An Image As Pitikarts Such As Gossiping In Multi-media To Endanger Others
1,5,0,2,8,0,0,1.25,1.0,0,Unbecoming Attitude Of An Image As Pitikarts Such As Gossiping In Multi-media To Endanger Others
7,3,4,1,7,1,3,1.429,1.75,1,Unbecoming Attitude Of An Image As Pitikarts Such As Gossiping In Multi-media To Endanger Others
6,1,5,1,21,0,3,0.333,1.5,1,Unbecoming Attitude Of An Image As Pitikarts Such As Gossiping In Multi-media To Endanger Others
15,0,1,0,9,0,7,0.111,1.875,0,Unbecoming Attitude Of An Image As Pitikarts Such As Gossiping In Multi-media To Endanger Others
12,1,0,0,27,1,0,0.074,12.0,1,Unbecoming Attitude Of An Image As Pitikarts Such As Gossiping In Multi-media To Endanger Others
17,3,7,0,26,0,12,0.5,1.308,0,Unbecoming Attitude Of An Image As Pitikarts Such As Gossiping In Multi-media To Endanger Others
7,1,8,2,12,1,9,0.833,0.7,1,Unbecoming Attitude Of An Image As Pitikarts Such As Gossiping In Multi-media To Endanger Others
13,4,3,0,11,0,15,1.0,0.812,1,Unbecoming Attitude Of An Image As Pitikarts Such As Gossiping In Multi-media To Endanger Others
12,4,5,0,11,0,4,1.182,2.4,1,Unbecoming Attitude Of An Image As Pitikarts Such As Gossiping In Multi-media To Endanger Others
17,3,6,1,7,0,15,1.714,1.062,1,Unbecoming Attitude Of An Image As Pitikarts Such As Gossiping In Multi-media To Endanger Others
5,2,4,2,21,0,14,0.381,0.333,1,Unbecoming Attitude Of An Image As Pitikarts Such As Gossiping In Multi-media To Endanger Others
9,1,4,2,14,0,1,0.429,4.5,1,Unbecoming Attitude Of An Image As Pitikarts Such As Gossiping In Multi-media To Endanger Others
2,4,4,0,5,1,13,2.4,0.143,1,Unbecoming Attitude Of An Image As Pitikarts Such As Gossiping In Multi-media To Endanger Others
5,3,8,1,7,0,2,2.0,1.667,1,Unbecoming Attitude Of An Image As Pitikarts Such As Gossiping In Multi-media To Endanger Others
8,2,5,1,12,1,1,0.75,4.0,1,Unbecoming Attitude Of An Image As Pitikarts Such As Gossiping In Multi-media To Endanger Others
17,5,5,2,24,1,14,0.625,1.133,1,Unbecoming Attitude Of An Image As Pitikarts Such As Gossiping In Multi-media To Endanger Others
20,0,6,2,20,1,7,0.3,2.5,0,Unbecoming Attitude Of An Image As Pitikarts Such As Gossiping In Multi-media To Endanger Others
4,1,6,1,3,1,11,2.667,0.333,1,Unbecoming Attitude Of An Image As Pitikarts Such As Gossiping In Multi-media To Endanger Others
14,5,0,2,5,0,12,2.0,1.077,1,Unbecoming Attitude Of An Image As Pitikarts Such As Gossiping In Multi-media To Endanger Others
10,1,7,1,7,1,4,1.286,2.0,0,Unbecoming Attitude Of An Image As Pitikarts Such As Gossiping In Multi-media To Endanger Others
12,4,4,2,12,0,13,1.0,0.857,0,Unbecoming Attitude Of An Image As Pitikarts Such As Gossiping In Multi-media To Endanger Others
16,4,2,1,17,1,0,0.588,16.0,1,Unbecoming Attitude Of An Image As Pitikarts Such As Gossiping In Multi-media To Endanger Others
1,2,0,2,22,1,7,0.182,0.125,0,Unbecoming Attitude Of An Image As Pitikarts Such As Gossiping In Multi-media To Endanger Others
4,3,4,2,9,1,2,1.111,1.333,1,Unbecoming Attitude Of An Image As Pitikarts Such As Gossiping In Multi-media To Endanger Others
16,5,0,2,22,0,5,0.455,2.667,1,Unbecoming Attitude Of An Image As Pitikarts Such As Gossiping In Multi-media To Endanger Others
14,5,2,0,29,1,5,0.414,2.333,0,Unbecoming Attitude Of An Image As Pitikarts Such As Gossiping In Multi-media To Endanger Others
12,1,0,2,15,1,1,0.133,6.0,1,Unbecoming Attitude Of An Image As Pitikarts Such As Gossiping In Multi-media To Endanger Others
2,4,5,0,23,1,9,0.565,0.2,1,Unbecoming Attitude Of An Image As Pitikarts Such As Gossiping In Multi-media To Endanger Others
16,1,1,1,7,1,15,0.429,1.0,1,Unbecoming Attitude Of An Image As Pitikarts Such As Gossiping In Multi-media To Endanger Others
14,4,6,0,11,1,11,1.273,1.167,1,Unbecoming Attitude Of An Image As Pitikarts Such As Gossiping In Multi-media To Endanger Others
7,5,2,1,18,0,2,0.667,2.333,0,Unbecoming Attitude Of An Image As Pitikarts Such As Gossiping In Multi-media To Endanger Others
3,4,6,0,22,0,6,0.636,0.429,0,Unbecoming Attitude Of An Image As Pitikarts Such As Gossiping In Multi-media To Endanger Others
8,5,7,0,25,0,5,0.68,1.333,1,Unbecoming Attitude Of An Image As Pitikarts Such As Gossiping In Multi-media To Endanger Others
14,2,7,0,7,0,0,1.571,14.0,1,Unbecoming Attitude Of An Image As Pitikarts Such As Gossiping In Multi-media To Endanger Others
5,3,4,0,10,0,7,1.0,0.625,0,Unbecoming Attitude Of An Image As Pitikarts Such As Gossiping In Multi-media To Endanger Others
10,5,0,1,7,1,10,1.429,0.909,1,Unbecoming Attitude Of An Image As Pitikarts Such As Gossiping In Multi-media To Endanger Others
14,5,7,1,27,0,10,0.63,1.273,1,Unbecoming Attitude Of An Image As Pitikarts Such As Gossiping In Multi-media To Endanger Others
16,2,7,2,20,1,4,0.55,3.2,0,Unbecoming Attitude Of An Image As Pitikarts Such As Gossiping In Multi-media To Endanger Others
16,2,5,2,25,0,4,0.36,3.2,1,Unbecoming Attitude Of An Image As Pitikarts Such As Gossiping In Multi-media To Endanger Others
3,2,0,0,20,0,15,0.2,0.188,1,Unbecoming Attitude Of An Image As Pitikarts Such As Gossiping In Multi-media To Endanger Others
20,2,0,1,4,0,12,1.0,1.538,1,Unbecoming Attitude Of An Image As Pitikarts Such As Gossiping In Multi-media To Endanger Others
9,5,2,2,19,0,11,0.632,0.75,1,Unbecoming Attitude Of An Image As Pitikarts Such As Gossiping In Multi-media To Endanger Others
20,2,7,0,14,1,8,0.786,2.222,1,Unbecoming Attitude Of An Image As Pitikarts Such As Gossiping In Multi-media To Endanger Others
1,3,0,1,21,0,8,0.286,0.111,0,Unbecoming Attitude Of An Image As Pitikarts Such As Gossiping In Multi-media To Endanger Others
11,3,0,1,22,0,8,0.273,1.222,1,Unbecoming Attitude Of An Image As Pitikarts Such As Gossiping In Multi-media To Endanger Others
14,2,4,0,22,0,14,0.364,0.933,1,Unbecoming Attitude Of An Image As Pitikarts Such As Gossiping In Multi-media To Endanger Others
10,5,7,0,11,0,6,1.545,1.429,0,Unbecoming Attitude Of An Image As Pitikarts Such As Gossiping In Multi-media To Endanger Others
13,2,3,0,15,1,10,0.467,1.182,1,Unbecoming Attitude Of An Image As Pitikarts Such As Gossiping In Multi-media To Endanger Others
1,1,5,1,8,1,10,0.875,0.091,0,Unbecoming Attitude Of An Image As Pitikarts Such As Gossiping In Multi-media To Endanger Others
11,2,3,0,28,0,6,0.25,1.571,0,Unbecoming Attitude Of An Image As Pitikarts Such As Gossiping In Multi-media To Endanger Others
12,0,5,1,11,1,5,0.455,2.0,1,Unbecoming Attitude Of An Image As Pitikarts Such As Gossiping In Multi-media To Endanger Others
20,0,8,1,6,1,3,1.333,5.0,0,Unbecoming Attitude Of An Image As Pitikarts Such As Gossiping In Multi-media To Endanger Others
2,0,5,2,18,0,6,0.278,0.286,0,Unbecoming Attitude Of An Image As Pitikarts Such As Gossiping In Multi-media To Endanger Others
16,3,1,2,29,0,12,0.241,1.231,1,Unbecoming Attitude Of An Image As Pitikarts Such As Gossiping In Multi-media To Endanger Others
19,3,5,2,10,0,2,1.1,6.333,1,Unbecoming Attitude Of An Image As Pitikarts Such As Gossiping In Multi-media To Endanger Others
2,2,6,1,12,1,13,0.833,0.143,1,Unbecoming Attitude Of An Image As Pitikarts Such As Gossiping In Multi-media To Endanger Others
20,5,6,0,17,1,9,0.941,2.0,0,Unbecoming Attitude Of An Image As Pitikarts Such As Gossiping In Multi-media To Endanger Others
3,5,2,1,29,0,0,0.414,3.0,0,Unbecoming Attitude Of An Image As Pitikarts Such As Gossiping In Multi-media To Endanger Others
19,2,8,2,5,0,8,2.4,2.111,1,Unbecoming Attitude Of An Image As Pitikarts Such As Gossiping In Multi-media To Endanger Others
10,0,5,1,22,1,9,0.227,1.0,1,Unbecoming Attitude Of An Image As Pitikarts Such As Gossiping In Multi-media To Endanger Others
11,1,1,2,10,0,15,0.3,0.688,1,Unbecoming Attitude Of An Image As Pitikarts Such As Gossiping In Multi-media To Endanger Others
19,4,6,1,25,0,6,0.56,2.714,1,Unbecoming Attitude Of An Image As Pitikarts Such As Gossiping In Multi-media To Endanger Others
3,4,5,0,6,1,11,2.167,0.25,1,Unbecoming Attitude Of An Image As Pitikarts Such As Gossiping In Multi-media To Endanger Others
7,3,4,2,30,0,4,0.333,1.4,1,Unbecoming Attitude Of An Image As Pitikarts Such As Gossiping In Multi-media To Endanger Others
7,4,6,0,27,1,5,0.519,1.167,0,Unbecoming Attitude Of An Image As Pitikarts Such As Gossiping In Multi-media To Endanger Others
5,2,4,0,17,1,11,0.471,0.417,1,Unbecoming Attitude Of An Image As Pitikarts Such As Gossiping In Multi-media To Endanger Others
6,2,0,0,29,1,10,0.138,0.545,0,Unbecoming Attitude Of An Image As Pitikarts Such As Gossiping In Multi-media To Endanger Others
18,5,3,1,23,0,4,0.565,3.6,0,Unbecoming Attitude Of An Image As Pitikarts Such As Gossiping In Multi-media To Endanger Others
9,1,7,0,3,1,7,3.0,1.125,1,Unbecoming Attitude Of An Image As Pitikarts Such As Gossiping In Multi-media To Endanger Others
5,5,8,1,15,1,15,1.2,0.312,0,Unbecoming Attitude Of An Image As Pitikarts Such As Gossiping In Multi-media To Endanger Others
11,1,4,0,25,0,12,0.24,0.846,0,Unbecoming Attitude Of An Image As Pitikarts Such As Gossiping In Multi-media To Endanger Others
3,0,7,1,24,1,4,0.292,0.6,1,Unbecoming Attitude Of An Image As Pitikarts Such As Gossiping In Multi-media To Endanger Others
20,2,5,0,21,0,11,0.429,1.667,1,Unbecoming Attitude Of An Image As Pitikarts Such As Gossiping In Multi-media To Endanger Others
14,0,2,2,6,0,4,0.333,2.8,0,Unbecoming Attitude Of An Image As Pitikarts Such As Gossiping In Multi-media To Endanger Others
18,0,7,1,29,1,7,0.241,2.25,0,Unbecoming Attitude Of An Image As Pitikarts Such As Gossiping In Multi-media To Endanger Others
7,3,1,1,29,0,11,0.241,0.583,1,Unbecoming Attitude Of An Image As Pitikarts Such As Gossiping In Multi-media To Endanger Others
20,2,8,0,18,0,6,0.667,2.857,1,Unbecoming Attitude Of An Image As Pitikarts Such As Gossiping In Multi-media To Endanger Others
19,2,5,0,11,1,7,0.818,2.375,1,Unbecoming Attitude Of An Image As Pitikarts Such As Gossiping In Multi-media To Endanger Others
16,1,7,1,3,1,2,3.0,5.333,0,Unbecoming Attitude Of An Image As Pitikarts Such As Gossiping In Multi-media To Endanger Others
20,5,8,2,20,0,12,0.9,1.538,1,Unbecoming Attitude Of An Image As Pitikarts Such As Gossiping In Multi-media To Endanger Others
17,1,2,0,9,1,3,0.444,4.25,1,Unbecoming Attitude Of An Image As Pitikarts Such As Gossiping In Multi-media To Endanger Others
8,5,8,1,30,1,4,0.6,1.6,0,Unbecoming Attitude Of An Image As Pitikarts Such As Gossiping In Multi-media To Endanger Others
15,0,3,0,17,1,7,0.176,1.875,1,Unbecoming Attitude Of An Image As Pitikarts Such As Gossiping In Multi-media To Endanger Others
16,1,0,0,18,0,1,0.111,8.0,1,Unbecoming Attitude Of An Image As Pitikarts Such As Gossiping In Multi-media To Endanger Others
16,3,5,1,7,1,13,1.571,1.143,1,Unbecoming Attitude Of An Image As Pitikarts Such As Gossiping In Multi-media To Endanger Others
5,2,1,0,21,0,7,0.238,0.625,0,Unbecoming Attitude Of An Image As Pitikarts Such As Gossiping In Multi-media To Endanger Others
2,2,0,1,5,1,12,0.8,0.154,1,Unbecoming Attitude Of An Image As Pitikarts Such As Gossiping In Multi-media To Endanger Others
14,3,8,2,23,0,4,0.609,2.8,1,Unbecoming Attitude Of An Image As Pitikarts Such As Gossiping In Multi-media To Endanger Others
20,3,7,0,27,0,5,0.481,3.333,1,Unbecoming Attitude Of An Image As Pitikarts Such As Gossiping In Multi-media To Endanger Others
6,2,6,0,10,0,13,1.0,0.429,1,Unbecoming Attitude Of An Image As Pitikarts Such As Gossiping In Multi-media To Endanger Others
8,2,5,0,9,1,7,1.0,1.0,0,Unbecoming Attitude Of An Image As Pitikarts Such As Gossiping In Multi-media To Endanger Others
13,4,7,2,24,0,0,0.625,13.0,1,Unbecoming Attitude Of An Image As Pitikarts Such As Gossiping In Multi-media To Endanger Others
15,5,4,0,7,1,11,2.0,1.25,0,Unbecoming Attitude Of An Image As Pitikarts Such As Gossiping In Multi-media To Endanger Others
8,4,6,0,16,1,12,0.875,0.615,1,Unbecoming Attitude Of An Image As Pitikarts Such As Gossiping In Multi-media To Endanger Others
8,2,2,0,27,0,11,0.222,0.667,1,Unbecoming Attitude Of An Image As Pitikarts Such As Gossiping In Multi-media To Endanger Others
16,5,4,2,26,1,15,0.538,1.0,1,Unbecoming Attitude Of An Image As Pitikarts Such As Gossiping In Multi-media To Endanger Others
12,3,5,2,22,0,1,0.5,6.0,1,Unbecoming Attitude Of An Image As Pitikarts Such As Gossiping In Multi-media To Endanger Others
6,1,0,0,7,1,8,0.286,0.667,0,Unbecoming Attitude Of An Image As Pitikarts Such As Gossiping In Multi-media To Endanger Others
13,3,5,0,9,1,13,1.222,0.929,0,Unbecoming Attitude Of An Image As Pitikarts Such As Gossiping In Multi-media To Endanger Others
2,0,5,2,10,0,9,0.5,0.2,0,Unbecoming Attitude Of An Image As Pitikarts Such As Gossiping In Multi-media To Endanger Others
16,3,3,1,14,1,5,0.643,2.667,1,Unbecoming Attitude Of An Image As Pitikarts Such As Gossiping In Multi-media To Endanger Others
19,4,4,1,4,1,13,3.0,1.357,1,Unbecoming Attitude Of An Image As Pitikarts Such As Gossiping In Multi-media To Endanger Others
17,1,5,2,24,0,12,0.292,1.308,0,Unbecoming Attitude Of An Image As Pitikarts Such As Gossiping In Multi-media To Endanger Others
2,5,3,2,6,1,4,2.167,0.4,1,Unbecoming Attitude Of An Image As Pitikarts Such As Gossiping In Multi-media To Endanger Others
3,1,5,1,22,1,3,0.318,0.75,1,Unbecoming Attitude Of An Image As Pitikarts Such As Gossiping In Multi-media To Endanger Others
10,4,0,1,4,1,5,2.0,1.667,0,Unbecoming Attitude Of An Image As Pitikarts Such As Gossiping In Multi-media To Endanger Others
20,4,5,0,19,1,8,0.684,2.222,0,Unbecoming Attitude Of An Image As Pitikarts Such As Gossiping In Multi-media To Endanger Others
5,2,4,1,28,1,6,0.286,0.714,0,Unbecoming Attitude Of An Image As Pitikarts Such As Gossiping In Multi-media To Endanger Others
