frequency,repeated_major_count,repeated_minor_count,ongoing_incident_count,total_incidents,is_major,no_violation_count,avg_severity,behavior_ratio,next_repeated_violation
6,1,2,0,7,1,8,0.571,0.667,Unbecoming Attitude Of An Image As Pitikarts Such As Gossiping In Multi-media To Endanger Others
10,2,4,0,5,0,11,1.6,0.833,Unbecoming Attitude Of An Image As Pitikarts Such As Gossiping In Multi-media To Endanger Others
7,5,8,0,5,1,7,3.6,0.875,Unbecoming Attitude Of An Image As Pitikarts Such As Gossiping In Multi-media To Endanger Others
8,1,3,0,16,1,0,0.312,8.0,Unbecoming Attitude Of An Image As Pitikarts Such As Gossiping In Multi-media To Endanger Others
3,1,8,0,11,1,12,0.909,0.231,Unbecoming Attitude Of An Image As Pitikarts Such As Gossiping In Multi-media To Endanger Others
2,1,5,0,23,1,0,0.304,2.0,Unbecoming Attitude Of An Image As Pitikarts Such As Gossiping In Multi-media To Endanger Others
11,2,1,0,30,1,11,0.167,0.917,Unbecoming Attitude Of An Image As Pitikarts Such As Gossiping In Multi-media To Endanger Others
1,5,3,1,7,0,2,1.857,0.333,Unbecoming Attitude Of An Image As Pitikarts Such As Gossiping In Multi-media To Endanger Others
6,0,4,1,30,0,8,0.133,0.667,Unbecoming Attitude Of An Image As Pitikarts Such As Gossiping In Multi-media To Endanger Others
19,5,2,0,15,1,6,0.8,2.714,Unbecoming Attitude Of An Image As Pitikarts Such As Gossiping In Multi-media To Endanger Others
6,3,2,2,18,0,10,0.444,0.545,Unbecoming Attitude Of An Image As Pitikarts Such As Gossiping In Multi-media To Endanger Others
14,2,5,1,26,0,0,0.346,14.0,Unbecoming Attitude Of An Image As Pitikarts Such As Gossiping In Multi-media To Endanger Others
10,0,3,1,21,1,3,0.143,2.5,Unbecoming Attitude Of An Image As Pitikarts Such As Gossiping In Multi-media To Endanger Others
3,2,2,1,23,1,11,0.261,0.25,Unbecoming Attitude Of An Image As Pitikarts Such As Gossiping In Multi-media To Endanger Others
5,3,8,0,30,1,10,0.467,0.455,Unbecoming Attitude Of An Image As Pitikarts Such As Gossiping In Multi-media To Endanger Others
20,2,5,1,6,1,12,1.5,1.538,Unbecoming Attitude Of An Image As Pitikarts Such As Gossiping In Multi-media To Endanger Others
1,2,0,2,15,0,13,0.267,0.071,Unbecoming Attitude Of An Image As Pitikarts Such As Gossiping In Multi-media To Endanger Others
3,0,8,1,3,1,15,2.667,0.188,Unbecoming Attitude Of An Image As Pitikarts Such As Gossiping In Multi-media To Endanger Others
10,5,5,0,13,1,7,1.154,1.25,Unbecoming Attitude Of An Image As Pitikarts Such As Gossiping In Multi-media To Endanger Others
4,0,6,2,20,1,6,0.3,0.571,Unbecoming Attitude Of An Image As Pitikarts Such As Gossiping In Multi-media To Endanger Others
5,5,4,0,15,0,1,0.933,2.5,Unbecoming Attitude Of An Image As Pitikarts Such As Gossiping In Multi-media To Endanger Others
1,5,0,2,25,1,5,0.4,0.167,Unbecoming Attitude Of An Image As Pitikarts Such As Gossiping In Multi-media To Endanger Others
13,2,0,2,12,0,14,0.333,0.867,Unbecoming Attitude Of An Image As Pitikarts Such As Gossiping In Multi-media To Endanger Others
17,3,7,1,21,0,8,0.619,1.889,Unbecoming Attitude Of An Image As Pitikarts Such As Gossiping In Multi-media To Endanger Others
18,2,4,1,8,1,9,1.0,1.8,Unbecoming Attitude Of An Image As Pitikarts Such As Gossiping In Multi-media To Endanger Others
16,1,0,0,28,0,14,0.071,1.067,Unbecoming Attitude Of An Image As Pitikarts Such As Gossiping In Multi-media To Endanger Others
3,1,7,2,3,0,3,3.0,0.75,Unbecoming Attitude Of An Image As Pitikarts Such As Gossiping In Multi-media To Endanger Others
4,1,1,0,19,1,12,0.158,0.308,Unbecoming Attitude Of An Image As Pitikarts Such As Gossiping In Multi-media To Endanger Others
16,2,0,2,4,1,4,1.0,3.2,Unbecoming Attitude Of An Image As Pitikarts Such As Gossiping In Multi-media To Endanger Others
20,5,6,1,9,1,8,1.778,2.222,Unbecoming Attitude Of An Image As Pitikarts Such As Gossiping In Multi-media To Endanger Others
19,2,4,0,8,0,4,1.0,3.8,Unbecoming Attitude Of An Image As Pitikarts Such As Gossiping In Multi-media To Endanger Others
13,4,8,1,3,0,4,5.333,2.6,Unbecoming Attitude Of An Image As Pitikarts Such As Gossiping In Multi-media To Endanger Others
11,0,8,1,18,1,9,0.444,1.1,Unbecoming Attitude Of An Image As Pitikarts Such As Gossiping In Multi-media To Endanger Others
10,2,0,1,14,1,2,0.286,3.333,Unbecoming Attitude Of An Image As Pitikarts Such As Gossiping In Multi-media To Endanger Others
12,5,8,2,18,1,14,1.0,0.8,Unbecoming Attitude Of An Image As Pitikarts Such As Gossiping In Multi-media To Endanger Others
5,4,6,1,29,1,6,0.483,0.714,Unbecoming Attitude Of An Image As Pitikarts Such As Gossiping In Multi-media To Endanger Others
16,2,6,2,4,0,12,2.5,1.231,Unbecoming Attitude Of An Image As Pitikarts Such As Gossiping In Multi-media To Endanger Others
5,5,3,2,22,1,11,0.591,0.417,Unbecoming Attitude Of An Image As Pitikarts Such As Gossiping In Multi-media To Endanger Others
17,3,5,0,20,1,9,0.55,1.7,Unbecoming Attitude Of An Image As Pitikarts Such As Gossiping In Multi-media To Endanger Others
8,4,4,0,30,0,6,0.4,1.143,Unbecoming Attitude Of An Image As Pitikarts Such As Gossiping In Multi-media To Endanger Others
4,2,4,0,27,0,15,0.296,0.25,Unbecoming Attitude Of An Image As Pitikarts Such As Gossiping In Multi-media To Endanger Others
15,2,4,1,27,1,13,0.296,1.071,Unbecoming Attitude Of An Image As Pitikarts Such As Gossiping In Multi-media To Endanger Others
16,5,2,1,13,1,13,0.923,1.143,Unbecoming Attitude Of An Image As Pitikarts Such As Gossiping In Multi-media To Endanger Others
19,2,6,0,7,1,9,1.429,1.9,Unbecoming Attitude Of An Image As Pitikarts Such As Gossiping In Multi-media To Endanger Others
7,5,8,1,20,1,13,0.9,0.5,Unbecoming Attitude Of An Image As Pitikarts Such As Gossiping In Multi-media To Endanger Others
10,0,4,2,28,0,3,0.143,2.5,Unbecoming Attitude Of An Image As Pitikarts Such As Gossiping In Multi-media To Endanger Others
3,4,1,1,4,1,6,2.25,0.429,Unbecoming Attitude Of An Image As Pitikarts Such As Gossiping In Multi-media To Endanger Others
8,3,3,1,7,0,8,1.286,0.889,Unbecoming Attitude Of An Image As Pitikarts Such As Gossiping In Multi-media To Endanger Others
7,5,7,0,27,0,7,0.63,0.875,Unbecoming Attitude Of An Image As Pitikarts Such As Gossiping In Multi-media To Endanger Others
4,4,5,0,12,0,9,1.083,0.4,Unbecoming Attitude Of An Image As Pitikarts Such As Gossiping In Multi-media To Endanger Others
18,4,7,0,4,0,1,3.75,9.0,Unbecoming Attitude Of An Image As Pitikarts Such As Gossiping In Multi-media To Endanger Others
10,3,8,1,7,1,6,2.0,1.429,Unbecoming Attitude Of An Image As Pitikarts Such As Gossiping In Multi-media To Endanger Others
14,3,2,2,29,0,13,0.276,1.0,Unbecoming Attitude Of An Image As Pitikarts Such As Gossiping In Multi-media To Endanger Others
12,0,1,2,20,1,10,0.05,1.091,Unbecoming Attitude Of An Image As Pitikarts Such As Gossiping In Multi-media To Endanger Others
4,5,5,2,5,1,7,3.0,0.5,Unbecoming Attitude Of An Image As Pitikarts Such As Gossiping In Multi-media To Endanger Others
18,4,8,2,16,0,10,1.0,1.636,Unbecoming Attitude Of An Image As Pitikarts Such As Gossiping In Multi-media To Endanger Others
19,2,0,0,13,1,12,0.308,1.462,Unbecoming Attitude Of An Image As Pitikarts Such As Gossiping In Multi-media To Endanger Others
2,1,1,0,14,0,13,0.214,0.143,Unbecoming Attitude Of An Image As Pitikarts Such As Gossiping In Multi-media To Endanger Others
11,4,5,0,26,0,5,0.5,1.833,Unbecoming Attitude Of An Image As Pitikarts Such As Gossiping In Multi-media To Endanger Others
15,3,4,2,18,0,15,0.556,0.938,Unbecoming Attitude Of An Image As Pitikarts Such As Gossiping In Multi-media To Endanger Others
6,3,4,0,26,1,0,0.385,6.0,Unbecoming Attitude Of An Image As Pitikarts Such As Gossiping In Multi-media To Endanger Others
4,3,7,2,28,1,8,0.464,0.444,Unbecoming Attitude Of An Image As Pitikarts Such As Gossiping In Multi-media To Endanger Others
11,0,5,1,25,1,11,0.2,0.917,Unbecoming Attitude Of An Image As Pitikarts Such As Gossiping In Multi-media To Endanger Others
11,5,0,0,14,0,5,0.714,1.833,Unbecoming Attitude Of An Image As Pitikarts Such As Gossiping In Multi-media To Endanger Others
4,2,7,2,14,0,1,0.786,2.0,Unbecoming Attitude Of An Image As Pitikarts Such As Gossiping In Multi-media To Endanger Others
8,1,0,2,10,0,12,0.2,0.615,Unbecoming Attitude Of An Image As Pitikarts Such As Gossiping In Multi-media To Endanger Others
17,1,0,0,21,0,4,0.095,3.4,Unbecoming Attitude Of An Image As Pitikarts Such As Gossiping In Multi-media To Endanger Others
5,2,8,0,9,0,7,1.333,0.625,Unbecoming Attitude Of An Image As Pitikarts Such As Gossiping In Multi-media To Endanger Others
4,3,8,2,9,1,13,1.556,0.286,Unbecoming Attitude Of An Image As Pitikarts Such As Gossiping In Multi-media To Endanger Others
3,2,6,0,11,0,12,0.909,0.231,Unbecoming Attitude Of An Image As Pitikarts Such As Gossiping In Multi-media To Endanger Others
20,1,0,1,25,1,5,0.08,3.333,Unbecoming Attitude Of An Image As Pitikarts Such As Gossiping In Multi-media To Endanger Others
4,5,1,2,13,1,0,0.846,4.0,Unbecoming Attitude Of An Image As Pitikarts Such As Gossiping In Multi-media To Endanger Others
11,5,1,0,20,0,3,0.55,2.75,Unbecoming Attitude Of An Image As Pitikarts Such As Gossiping In Multi-media To Endanger Others
4,2,8,2,25,1,5,0.48,0.667,Unbecoming Attitude Of An Image As Pitikarts Such As Gossiping In Multi-media To Endanger Others
15,3,4,0,18,0,15,0.556,0.938,Unbecoming Attitude Of An Image As Pitikarts Such As Gossiping In Multi-media To Endanger Others
7,0,6,0,5,0,1,1.2,3.5,Unbecoming Attitude Of An Image As Pitikarts Such As Gossiping In Multi-media To Endanger Others
3,4,5,0,9,1,7,1.444,0.375,Unbecoming Attitude Of An Image As Pitikarts Such As Gossiping In Multi-media To Endanger Others
18,0,0,1,10,1,0,0.0,18.0,Unbecoming Attitude Of An Image As Pitikarts Such As Gossiping In Multi-media To Endanger Others
11,0,6,2,23,0,8,0.261,1.222,Unbecoming Attitude Of An Image As Pitikarts Such As Gossiping In Multi-media To Endanger Others
17,0,3,1,19,1,6,0.158,2.429,Unbecoming Attitude Of An Image As Pitikarts Such As Gossiping In Multi-media To Endanger Others
18,5,6,1,7,0,15,2.286,1.125,Unbecoming Attitude Of An Image As Pitikarts Such As Gossiping In Multi-media To Endanger Others
6,3,0,0,14,0,1,0.429,3.0,Unbecoming Attitude Of An Image As Pitikarts Such As Gossiping In Multi-media To Endanger Others
17,1,4,0,5,0,10,1.2,1.545,Unbecoming Attitude Of An Image As Pitikarts Such As Gossiping In Multi-media To Endanger Others
13,1,3,1,4,1,0,1.25,13.0,Unbecoming Attitude Of An Image As Pitikarts Such As Gossiping In Multi-media To Endanger Others
6,5,0,2,29,1,14,0.345,0.4,Unbecoming Attitude Of An Image As Pitikarts Such As Gossiping In Multi-media To Endanger Others
12,0,3,0,25,1,9,0.12,1.2,Unbecoming Attitude Of An Image As Pitikarts Such As Gossiping In Multi-media To Endanger Others
7,1,7,2,22,1,12,0.409,0.538,Unbecoming Attitude Of An Image As Pitikarts Such As Gossiping In Multi-media To Endanger Others
19,4,0,1,19,0,14,0.421,1.267,Unbecoming Attitude Of An Image As Pitikarts Such As Gossiping In Multi-media To Endanger Others
12,2,5,2,7,1,9,1.286,1.2,Unbecoming Attitude Of An Image As Pitikarts Such As Gossiping In Multi-media To Endanger Others
7,2,7,2,16,1,13,0.688,0.5,Unbecoming Attitude Of An Image As Pitikarts Such As Gossiping In Multi-media To Endanger Others
20,4,1,0,22,1,4,0.409,4.0,Unbecoming Attitude Of An Image As Pitikarts Such As Gossiping In Multi-media To Endanger Others
20,0,1,1,3,0,1,0.333,10.0,Unbecoming Attitude Of An Image As Pitikarts Such As Gossiping In Multi-media To Endanger Others
3,5,4,2,20,1,10,0.7,0.273,Unbecoming Attitude Of An Image As Pitikarts Such As Gossiping In Multi-media To Endanger Others
10,3,6,1,4,0,11,3.0,0.833,Unbecoming Attitude Of An Image As Pitikarts Such As Gossiping In Multi-media To Endanger Others
4,4,1,0,4,0,9,2.25,0.4,Unbecoming Attitude Of An Image As Pitikarts Such As Gossiping In Multi-media To Endanger Others
14,5,0,2,3,0,15,3.333,0.875,Unbecoming Attitude Of An Image As Pitikarts Such As Gossiping In Multi-media To Endanger Others
5,4,4,0,27,0,0,0.444,5.0,Unbecoming Attitude Of An Image As Pitikarts Such As Gossiping In Multi-media To Endanger Others
18,0,0,1,10,0,3,0.0,4.5,Unbecoming Attitude Of An Image As Pitikarts Such As Gossiping In Multi-media To Endanger Others
17,4,0,2,23,0,13,0.348,1.214,Unbecoming Attitude Of An Image As Pitikarts Such As Gossiping In Multi-media To Endanger Others
18,5,5,2,20,1,7,0.75,2.25,Unbecoming Attitude Of An Image As Pitikarts Such As Gossiping In Multi-media To Endanger Others
9,3,4,1,17,1,5,0.588,1.5,Unbecoming Attitude Of An Image As Pitikarts Such As Gossiping In Multi-media To Endanger Others
2,4,8,2,10,1,5,1.6,0.333,Unbecoming Attitude Of An Image As Pitikarts Such As Gossiping In Multi-media To Endanger Others
18,2,1,2,25,0,3,0.2,4.5,Unbecoming Attitude Of An Image As Pitikarts Such As Gossiping In Multi-media To Endanger Others
10,3,6,1,15,0,2,0.8,3.333,Unbecoming Attitude Of An Image As Pitikarts Such As Gossiping In Multi-media To Endanger Others
17,5,5,2,29,0,4,0.517,3.4,Unbecoming Attitude Of An Image As Pitikarts Such As Gossiping In Multi-media To Endanger Others
10,4,5,0,14,0,12,0.929,0.769,Unbecoming Attitude Of An Image As Pitikarts Such As Gossiping In Multi-media To Endanger Others
13,4,0,0,27,0,14,0.296,0.867,Unbecoming Attitude Of An Image As Pitikarts Such As Gossiping In Multi-media To Endanger Others
16,0,3,1,7,1,1,0.429,8.0,Unbecoming Attitude Of An Image As Pitikarts Such As Gossiping In Multi-media To Endanger Others
11,5,6,0,18,1,10,0.889,1.0,Unbecoming Attitude Of An Image As Pitikarts Such As Gossiping In Multi-media To Endanger Others
20,4,0,0,10,0,6,0.8,2.857,Unbecoming Attitude Of An Image As Pitikarts Such As Gossiping In Multi-media To Endanger Others
18,5,2,1,20,0,2,0.6,6.0,Unbecoming Attitude Of An Image As Pitikarts Such As Gossiping In Multi-media To Endanger Others
13,4,4,1,7,0,6,1.714,1.857,Unbecoming Attitude Of An Image As Pitikarts Such As Gossiping In Multi-media To Endanger Others
16,2,7,2,18,0,5,0.611,2.667,Unbecoming Attitude Of An Image As Pitikarts Such As Gossiping In Multi-media To Endanger Others
6,1,3,1,20,0,1,0.25,3.0,Unbecoming Attitude Of An Image As Pitikarts Such As Gossiping In Multi-media To Endanger Others
19,2,8,1,5,1,10,2.4,1.727,Unbecoming Attitude Of An Image As Pitikarts Such As Gossiping In Multi-media To Endanger Others
12,5,2,2,22,1,6,0.545,1.714,Unbecoming Attitude Of An Image As Pitikarts Such As Gossiping In Multi-media To Endanger Others
6,2,8,0,7,0,4,1.714,1.2,Unbecoming Attitude Of An Image As Pitikarts Such As Gossiping In Multi-media To Endanger Others
15,3,1,1,19,1,11,0.368,1.25,Unbecoming Attitude Of An Image As Pitikarts Such As Gossiping In Multi-media To Endanger Others
11,4,5,0,3,1,3,4.333,2.75,Unbecoming Attitude Of An Image As Pitikarts Such As Gossiping In Multi-media To Endanger Others
3,0,1,0,8,1,10,0.125,0.273,Unbecoming Attitude Of An Image As Pitikarts Such As Gossiping In Multi-media To Endanger Others
14,5,3,2,4,1,10,3.25,1.273,Unbecoming Attitude Of An Image As Pitikarts Such As Gossiping In Multi-media To Endanger Others
4,5,8,0,8,0,5,2.25,0.667,Unbecoming Attitude Of An Image As Pitikarts Such As Gossiping In Multi-media To Endanger Others
10,0,8,1,25,1,4,0.32,2.0,Unbecoming Attitude Of An Image As Pitikarts Such As Gossiping In Multi-media To Endanger Others
9,0,8,2,12,1,14,0.667,0.6,Unbecoming Attitude Of An Image As Pitikarts Such As Gossiping In Multi-media To Endanger Others
10,5,8,0,10,1,5,1.8,1.667,Unbecoming Attitude Of An Image As Pitikarts Such As Gossiping In Multi-media To Endanger Others
4,1,7,1,23,0,14,0.391,0.267,Unbecoming Attitude Of An Image As Pitikarts Such As Gossiping In Multi-media To Endanger Others
10,1,8,2,10,0,1,1.0,5.0,Unbecoming Attitude Of An Image As Pitikarts Such As Gossiping In Multi-media To Endanger Others
10,1,1,1,26,1,8,0.115,1.111,Unbecoming Attitude Of An Image As Pitikarts Such As Gossiping In Multi-media To Endanger Others
13,0,5,0,22,1,8,0.227,1.444,Unbecoming Attitude Of An Image As Pitikarts Such As Gossiping In Multi-media To Endanger Others
17,0,0,0,11,0,3,0.0,4.25,Unbecoming Attitude Of An Image As Pitikarts Such As Gossiping In Multi-media To Endanger Others
17,5,4,1,30,1,3,0.467,4.25,Unbecoming Attitude Of An Image As Pitikarts Such As Gossiping In Multi-media To Endanger Others
1,0,4,1,30,0,2,0.133,0.333,Unbecoming Attitude Of An Image As Pitikarts Such As Gossiping In Multi-media To Endanger Others
19,0,3,0,13,1,3,0.231,4.75,Unbecoming Attitude Of An Image As Pitikarts Such As Gossiping In Multi-media To Endanger Others
5,1,0,1,21,1,11,0.095,0.417,Unbecoming Attitude Of An Image As Pitikarts Such As Gossiping In Multi-media To Endanger Others
12,5,4,1,26,0,11,0.538,1.0,Unbecoming Attitude Of An Image As Pitikarts Such As Gossiping In Multi-media To Endanger Others
6,5,3,0,7,1,14,1.857,0.4,Unbecoming Attitude Of An Image As Pitikarts Such As Gossiping In Multi-media To Endanger Others
9,4,7,0,8,0,13,1.875,0.643,Unbecoming Attitude Of An Image As Pitikarts Such As Gossiping In Multi-media To Endanger Others
3,2,4,0,21,0,10,0.381,0.273,Unbecoming Attitude Of An Image As Pitikarts Such As Gossiping In Multi-media To Endanger Others
15,5,3,1,20,0,10,0.65,1.364,Unbecoming Attitude Of An Image As Pitikarts Such As Gossiping In Multi-media To Endanger Others
