student_id,frequency,repeated_major_count,repeated_minor_count,ongoing_incident_count,total_incidents,avg_severity,is_major,no_violation_count,behavior_ratio,most_repeated_violation,will_reoffend_same_violation
S09671,8,6,2,2,12,0.66,1,40,0.239,Cheating in examinations,1
S09672,6,3,3,2,9,0.94,1,11,0.029,Bullying,0
S09673,3,1,2,2,7,0.98,1,33,0.192,Engaging in gambling,0
S09674,3,3,0,1,8,0.81,1,33,0.283,Bullying,1
S09675,6,3,3,1,11,0.73,1,23,0.099,Extortion,0
S09676,2,1,1,3,9,0.83,1,26,0.254,Smoking/Vaping,0
S09677,7,6,1,1,9,0.9,1,1,0.161,Membership in fraternities,1
S09678,2,1,1,0,7,0.85,1,31,0.156,Forgery,1
S09679,6,6,0,3,14,0.82,1,16,0.008,Vandalism,1
S09680,4,1,3,0,5,0.21,0,81,0.782,Use of foul language,0
S09681,3,2,1,1,6,0.78,1,5,0.006,Extortion,0
S09682,2,0,2,2,6,0.12,0,127,0.476,Use of foul language,0
S09683,2,1,1,0,4,0.87,1,16,0.217,Gross disrespect to authority,1
S09684,5,3,2,1,10,0.77,1,33,0.04,Gross disrespect to authority,1
S09685,5,5,0,0,8,0.75,1,25,0.168,Cheating in examinations,1
S09686,2,1,1,0,3,0.9,1,31,0.165,Extortion,1
S09687,6,3,3,2,10,0.99,1,16,0.345,Engaging in immoral conduct,0
S09688,6,5,1,0,10,0.94,1,12,0.223,Engaging in immoral conduct,1
S09689,2,0,2,1,5,0.23,0,35,0.628,Public display of affection,0
S09690,4,2,2,1,6,0.7,1,29,0.088,Vandalism,1
S09691,3,0,3,0,5,0.43,0,151,0.776,Use of foul language,0
S09692,5,4,1,1,7,0.76,1,29,0.298,Engaging in gambling,1
S09693,3,0,3,0,7,0.26,0,76,0.482,Unexcused tardiness/absence from class,0
S09694,6,4,2,1,9,0.88,1,24,0.232,Smoking/Vaping,1
S09695,6,6,0,2,10,0.81,1,32,0.154,Bullying,1
S09696,6,3,3,2,13,0.75,1,35,0.074,Gross disrespect to authority,1
S09697,5,5,0,0,8,0.81,1,22,0.298,Cheating in examinations,1
S09698,2,1,1,2,9,0.79,1,15,0.321,Vandalism,1
S09699,1,1,0,0,5,0.44,0,31,0.514,Public display of affection,1
S09700,4,2,2,0,6,0.2,0,113,0.598,Public display of affection,0
S09701,7,5,2,3,14,0.82,1,9,0.087,Cheating in examinations,0
S09702,0,0,0,1,3,0.46,0,55,0.793,Wearing inappropriate/incomplete uniform,0
S09703,0,0,0,0,2,0.39,0,27,0.457,Wearing inappropriate/incomplete uniform,0
S09704,6,6,0,3,13,0.98,1,15,0.137,Stealing property,1
S09705,5,5,0,2,8,0.77,1,0,0.24,Stealing property,0
S09706,3,1,2,1,7,0.14,0,84,0.655,Wearing inappropriate/incomplete uniform,0
S09707,5,2,3,2,8,0.49,0,132,0.765,Use of foul language,1
S09708,5,1,4,0,6,0.25,0,159,0.514,Littering the campus,1
S09709,7,4,3,2,11,0.88,1,39,0.03,Cheating in examinations,1
S09710,3,1,2,2,10,0.95,1,17,0.223,Cheating in examinations,1
S09711,2,2,0,2,6,0.24,0,109,0.733,Wearing inappropriate/incomplete uniform,1
S09712,6,4,2,1,10,0.9,1,12,0.062,Engaging in gambling,0
S09713,1,0,1,1,3,0.36,0,62,0.741,Unexcused tardiness/absence from class,0
S09714,1,1,0,0,4,0.35,0,180,0.51,Littering the campus,0
S09715,6,2,4,2,11,0.17,0,58,0.709,Use of foul language,0
S09716,0,0,0,0,1,0.13,0,30,0.782,Public display of affection,0
S09717,6,4,2,2,10,0.98,1,27,0.276,Engaging in immoral conduct,0
S09718,3,1,2,3,11,0.68,1,9,0.138,Stealing property,1
S09719,7,5,2,1,13,0.77,1,2,0.149,Vandalism,1
S09720,7,5,2,2,13,0.84,1,19,0.284,Smoking/Vaping,1
S09721,4,0,4,0,7,0.28,0,47,0.737,Unexcused tardiness/absence from class,0
S09722,6,5,1,2,9,0.64,1,3,0.264,Stealing property,1
S09723,5,2,3,1,8,0.97,1,10,0.04,Vandalism,1
S09724,6,2,4,1,8,0.11,0,97,0.784,Littering the campus,0
S09725,5,4,1,1,11,0.95,1,15,0.031,Membership in fraternities,1
S09726,4,4,0,0,7,0.78,1,4,0.026,Forgery,1
S09727,4,4,0,1,10,0.87,1,26,0.344,Engaging in gambling,0
S09728,5,3,2,3,13,0.77,1,38,0.325,Engaging in immoral conduct,1
S09729,9,6,3,0,13,0.84,1,35,0.197,Cheating in examinations,0
S09730,8,6,2,2,11,0.63,1,32,0.128,Membership in fraternities,0
S09731,4,2,2,2,10,0.66,1,23,0.063,Stealing property,1
S09732,5,5,0,2,8,0.75,1,4,0.153,Engaging in immoral conduct,0
S09733,9,6,3,0,14,0.99,1,2,0.228,Engaging in immoral conduct,1
S09734,7,4,3,0,8,0.85,1,12,0.019,Forgery,1
S09735,3,1,2,0,8,0.88,1,6,0.114,Membership in fraternities,1
S09736,3,1,2,0,5,0.44,0,115,0.467,Littering the campus,0
S09737,4,3,1,3,10,0.89,1,8,0.306,Engaging in gambling,1
S09738,9,6,3,0,13,0.62,1,7,0.271,Gross disrespect to authority,1
S09739,1,1,0,0,3,0.98,1,21,0.045,Membership in fraternities,1
S09740,4,1,3,2,8,0.27,0,73,0.52,Littering the campus,0
S09741,4,2,2,0,9,0.77,1,15,0.022,Extortion,1
S09742,5,3,2,0,9,0.81,1,39,0.295,Cheating in examinations,1
S09743,1,1,0,0,3,0.31,0,121,0.691,Use of foul language,0
S09744,2,1,1,0,3,0.12,0,69,0.7,Wearing inappropriate/incomplete uniform,1
S09745,2,1,1,1,7,0.72,1,39,0.034,Bullying,1
S09746,7,6,1,1,10,0.71,1,16,0.153,Forgery,0
S09747,3,3,0,1,6,0.63,1,9,0.095,Forgery,0
S09748,6,4,2,2,9,0.72,1,16,0.027,Engaging in immoral conduct,0
S09749,3,0,3,1,8,0.48,0,172,0.66,Use of foul language,0
S09750,1,1,0,1,7,0.92,1,30,0.241,Extortion,0
S09751,4,3,1,1,7,0.69,1,22,0.087,Engaging in gambling,1
S09752,5,2,3,0,8,0.73,1,3,0.103,Forgery,1
S09753,2,0,2,1,6,0.35,0,45,0.535,Unexcused tardiness/absence from class,0
S09754,6,5,1,2,10,0.61,1,19,0.011,Smoking/Vaping,0
S09755,4,1,3,0,5,0.12,0,140,0.583,Unexcused tardiness/absence from class,0
S09756,3,3,0,2,8,0.84,1,33,0.234,Engaging in gambling,1
S09757,5,3,2,3,10,0.83,1,26,0.19,Extortion,1
S09758,2,1,1,0,7,0.5,0,109,0.402,Wearing inappropriate/incomplete uniform,0
S09759,5,3,2,0,6,0.72,1,18,0.025,Membership in fraternities,1
S09760,8,5,3,3,15,0.61,1,1,0.316,Vandalism,1
S09761,3,2,1,2,8,0.13,0,110,0.47,Use of foul language,0
S09762,8,6,2,2,15,0.97,1,10,0.178,Membership in fraternities,0
S09763,5,5,0,3,13,0.73,1,3,0.021,Forgery,1
S09764,3,2,1,1,9,0.77,1,15,0.189,Gross disrespect to authority,0
S09765,4,1,3,3,11,0.99,1,38,0.064,Smoking/Vaping,1
S09766,2,1,1,0,5,0.69,1,29,0.194,Engaging in immoral conduct,1
S09767,2,1,1,0,6,0.15,0,71,0.609,Public display of affection,0
S09768,8,5,3,3,12,0.88,1,17,0.318,Bullying,0
S09769,6,3,3,0,9,0.8,1,34,0.134,Membership in fraternities,0
S09770,6,2,4,1,8,0.11,0,60,0.415,Unexcused tardiness/absence from class,0
S09771,3,2,1,0,6,0.72,1,2,0.248,Membership in fraternities,0
S09772,3,0,3,0,8,0.19,0,131,0.737,Littering the campus,0
S09773,7,6,1,3,15,0.83,1,24,0.182,Smoking/Vaping,0
S09774,4,2,2,0,9,0.74,1,28,0.228,Engaging in gambling,0
S09775,8,6,2,1,14,0.77,1,4,0.043,Bullying,1
S09776,6,6,0,3,12,0.92,1,8,0.214,Gross disrespect to authority,1
S09777,4,2,2,2,11,0.8,1,34,0.055,Membership in fraternities,0
S09778,2,1,1,0,3,0.32,0,63,0.633,Wearing inappropriate/incomplete uniform,0
S09779,6,6,0,1,11,0.88,1,32,0.293,Stealing property,1
S09780,1,0,1,1,7,0.16,0,196,0.521,Wearing inappropriate/incomplete uniform,0
S09781,8,5,3,3,16,0.77,1,3,0.138,Gross disrespect to authority,1
S09782,2,2,0,2,8,0.67,1,22,0.047,Stealing property,1
S09783,3,1,2,0,6,0.33,0,118,0.458,Use of foul language,0
S09784,4,1,3,1,6,0.47,0,106,0.422,Wearing inappropriate/incomplete uniform,0
S09785,3,2,1,1,8,0.67,1,25,0.023,Extortion,1
S09786,2,2,0,2,7,0.41,0,125,0.541,Public display of affection,1
S09787,2,1,1,1,7,0.45,0,191,0.673,Unexcused tardiness/absence from class,1
S09788,3,3,0,1,9,0.92,1,30,0.25,Bullying,1
S09789,6,4,2,0,11,0.65,1,30,0.266,Vandalism,1
S09790,7,6,1,1,12,0.99,1,29,0.334,Vandalism,1
S09791,2,1,1,2,5,0.46,0,151,0.767,Public display of affection,0
S09792,8,6,2,1,14,0.72,1,29,0.208,Smoking/Vaping,0
S09793,4,2,2,1,9,0.2,0,184,0.603,Wearing inappropriate/incomplete uniform,1
S09794,1,1,0,0,4,0.97,1,0,0.149,Gross disrespect to authority,0
S09795,3,1,2,0,6,0.16,0,197,0.471,Use of foul language,0
S09796,2,0,2,0,6,0.37,0,57,0.613,Public display of affection,1
S09797,3,3,0,0,7,0.82,1,13,0.067,Forgery,0
S09798,2,1,1,3,7,0.86,1,4,0.107,Smoking/Vaping,1
S09799,4,1,3,2,9,0.22,0,135,0.796,Use of foul language,0
S09800,4,2,2,1,6,0.84,1,15,0.195,Engaging in immoral conduct,1
S09801,0,0,0,0,4,0.36,0,20,0.783,Wearing inappropriate/incomplete uniform,0
S09802,5,3,2,2,12,0.74,1,20,0.171,Gross disrespect to authority,1
S09803,1,0,1,1,3,0.4,0,174,0.565,Wearing inappropriate/incomplete uniform,0
S09804,0,0,0,2,3,0.44,0,64,0.565,Public display of affection,1
S09805,5,4,1,1,7,0.61,1,20,0.094,Membership in fraternities,1
S09806,4,2,2,1,8,0.79,1,26,0.228,Gross disrespect to authority,0
S09807,0,0,0,0,2,0.22,0,23,0.628,Unexcused tardiness/absence from class,0
S09808,2,2,0,2,6,0.15,0,75,0.609,Public display of affection,0
S09809,5,5,0,0,10,0.92,1,34,0.042,Cheating in examinations,0
S09810,6,3,3,3,12,0.84,1,38,0.178,Extortion,0
S09811,4,1,3,0,5,0.16,0,88,0.591,Public display of affection,1
S09812,2,2,0,3,8,0.73,1,31,0.028,Gross disrespect to authority,1
S09813,3,2,1,0,5,0.6,1,40,0.337,Membership in fraternities,0
S09814,6,2,4,1,8,0.34,0,104,0.565,Wearing inappropriate/incomplete uniform,0
S09815,6,5,1,3,11,0.78,1,19,0.133,Extortion,0
S09816,7,4,3,0,8,0.65,1,21,0.307,Vandalism,1
S09817,7,4,3,3,15,0.78,1,8,0.052,Vandalism,1
S09818,5,5,0,3,12,0.78,1,29,0.233,Gross disrespect to authority,0
S09819,1,0,1,1,6,0.31,0,87,0.5,Public display of affection,0
S09820,7,5,2,3,11,0.91,1,4,0.145,Extortion,1
S09821,7,6,1,3,14,0.7,1,40,0.27,Gross disrespect to authority,1
S09822,5,2,3,2,11,0.76,1,11,0.159,Bullying,1
S09823,5,2,3,2,11,0.95,1,34,0.231,Stealing property,1
S09824,3,0,3,2,8,0.34,0,86,0.448,Unexcused tardiness/absence from class,0
S09825,2,2,0,2,9,0.94,1,18,0.203,Cheating in examinations,1
S09826,6,4,2,0,10,0.78,1,40,0.043,Gross disrespect to authority,1
S09827,6,5,1,3,12,0.95,1,21,0.008,Smoking/Vaping,1
S09828,1,1,0,1,3,0.32,0,80,0.537,Wearing inappropriate/incomplete uniform,1
S09829,5,3,2,2,8,0.95,1,29,0.225,Stealing property,0
S09830,8,5,3,2,14,0.83,1,24,0.108,Engaging in immoral conduct,0
S09831,6,5,1,2,12,0.77,1,22,0.016,Vandalism,1
S09832,1,1,0,2,5,0.4,0,174,0.438,Public display of affection,0
S09833,5,5,0,3,12,0.94,1,17,0.106,Forgery,1
S09834,7,4,3,2,10,0.64,1,16,0.183,Forgery,1
S09835,5,2,3,0,8,0.2,0,56,0.54,Public display of affection,0
S09836,4,2,2,0,8,0.36,0,158,0.733,Public display of affection,0
S09837,5,2,3,3,10,0.68,1,23,0.185,Vandalism,1
S09838,3,1,2,1,8,0.12,0,100,0.721,Use of foul language,0
S09839,7,5,2,0,12,0.9,1,38,0.091,Forgery,0
S09840,2,2,0,1,5,0.83,1,28,0.342,Vandalism,0
S09841,2,0,2,2,6,0.19,0,146,0.68,Unexcused tardiness/absence from class,0
S09842,9,6,3,1,12,0.65,1,40,0.012,Stealing property,1
S09843,6,6,0,0,11,0.9,1,19,0.211,Forgery,1
S09844,7,6,1,2,10,0.66,1,28,0.055,Gross disrespect to authority,1
S09845,4,1,3,1,10,0.91,1,32,0.115,Bullying,1
S09846,5,4,1,2,8,0.75,1,38,0.186,Membership in fraternities,0
S09847,4,1,3,0,8,0.68,1,21,0.234,Cheating in examinations,1
S09848,8,5,3,0,12,0.61,1,0,0.088,Engaging in immoral conduct,1
S09849,5,4,1,1,11,0.69,1,0,0.222,Membership in fraternities,1
S09850,3,2,1,1,6,0.94,1,36,0.013,Engaging in immoral conduct,1
S09851,5,5,0,2,11,0.74,1,34,0.14,Engaging in gambling,1
S09852,5,4,1,1,10,0.61,1,32,0.235,Bullying,1
S09853,5,2,3,0,7,0.63,1,16,0.332,Cheating in examinations,1
S09854,4,4,0,0,7,0.8,1,16,0.263,Cheating in examinations,1
S09855,6,4,2,0,8,0.93,1,17,0.235,Membership in fraternities,1
S09856,4,2,2,2,8,0.63,1,27,0.246,Engaging in gambling,0
S09857,3,2,1,2,7,0.93,1,27,0.34,Bullying,1
S09858,6,6,0,2,9,0.8,1,38,0.178,Cheating in examinations,1
S09859,6,4,2,0,11,0.63,1,8,0.172,Smoking/Vaping,1
S09860,3,2,1,0,4,0.16,0,67,0.507,Public display of affection,0
S09861,6,5,1,2,13,0.84,1,25,0.213,Vandalism,1
S09862,2,0,2,1,5,0.36,0,89,0.532,Public display of affection,0
S09863,5,4,1,0,8,0.77,1,31,0.224,Engaging in gambling,1
S09864,5,2,3,2,9,0.2,0,52,0.49,Use of foul language,1
S09865,6,6,0,2,11,0.96,1,14,0.349,Stealing property,1
S09866,8,5,3,2,12,0.87,1,12,0.053,Engaging in immoral conduct,0
S09867,1,0,1,2,4,0.13,0,187,0.607,Littering the campus,0
S09868,7,5,2,2,13,0.85,1,25,0.137,Bullying,0
S09869,8,5,3,1,13,0.79,1,25,0.082,Extortion,1
S09870,8,6,2,2,11,0.87,1,23,0.015,Cheating in examinations,1
S09871,5,4,1,1,10,0.85,1,19,0.193,Forgery,1
S09872,3,1,2,2,10,0.35,0,197,0.79,Unexcused tardiness/absence from class,0
S09873,1,0,1,1,4,0.38,0,140,0.697,Public display of affection,0
S09874,9,6,3,1,11,0.67,1,12,0.031,Engaging in immoral conduct,1
S09875,3,2,1,1,8,0.36,0,119,0.663,Unexcused tardiness/absence from class,0
S09876,1,1,0,1,5,0.1,0,142,0.768,Littering the campus,1
S09877,3,1,2,3,7,0.87,1,38,0.316,Smoking/Vaping,1
S09878,0,0,0,1,5,0.38,0,110,0.636,Littering the campus,0
S09879,3,1,2,0,6,0.16,0,53,0.745,Wearing inappropriate/incomplete uniform,0
S09880,3,0,3,1,5,0.12,0,116,0.614,Unexcused tardiness/absence from class,1
S09881,4,4,0,3,9,0.94,1,28,0.282,Smoking/Vaping,1
S09882,2,0,2,1,7,0.13,0,162,0.42,Unexcused tardiness/absence from class,0
S09883,7,6,1,2,11,0.76,1,21,0.301,Vandalism,0
S09884,3,2,1,1,6,0.71,1,39,0.276,Gross disrespect to authority,0
S09885,4,1,3,2,10,0.98,1,36,0.247,Vandalism,1
S09886,0,0,0,1,4,0.14,0,33,0.562,Littering the campus,0
S09887,4,2,2,2,8,0.82,1,40,0.336,Forgery,0
S09888,3,0,3,0,4,0.12,0,139,0.493,Public display of affection,0
S09889,4,2,2,2,7,0.34,0,142,0.639,Wearing inappropriate/incomplete uniform,0
S09890,6,3,3,3,10,0.93,1,33,0.179,Stealing property,1
S09891,5,3,2,0,7,0.72,1,33,0.197,Extortion,1
S09892,2,2,0,3,6,0.82,1,13,0.277,Stealing property,0
S09893,6,4,2,0,11,0.74,1,23,0.053,Smoking/Vaping,0
S09894,6,2,4,2,10,0.41,0,62,0.775,Unexcused tardiness/absence from class,0
S09895,0,0,0,0,1,0.18,0,134,0.664,Public display of affection,0
S09896,7,5,2,3,13,0.94,1,18,0.33,Engaging in immoral conduct,1
S09897,2,2,0,2,6,0.11,0,75,0.626,Use of foul language,0
S09898,5,3,2,3,12,0.76,1,11,0.002,Smoking/Vaping,1
S09899,4,0,4,1,9,0.38,0,124,0.749,Use of foul language,0
S09900,7,4,3,1,9,0.78,1,22,0.178,Smoking/Vaping,0
S09901,6,4,2,2,13,0.65,1,24,0.004,Extortion,0
S09902,2,0,2,0,6,0.19,0,180,0.704,Littering the campus,1
S09903,6,5,1,0,11,0.76,1,10,0.261,Cheating in examinations,1
S09904,4,2,2,1,10,0.14,0,139,0.732,Public display of affection,0
S09905,4,0,4,0,7,0.2,0,64,0.468,Use of foul language,0
S09906,7,4,3,0,8,0.73,1,40,0.243,Bullying,1
S09907,6,5,1,2,13,0.86,1,10,0.273,Membership in fraternities,1
S09908,8,5,3,3,13,0.99,1,21,0.035,Vandalism,1
S09909,4,4,0,1,9,0.68,1,19,0.004,Smoking/Vaping,1
S09910,4,2,2,3,10,0.62,1,1,0.302,Forgery,0
S09911,5,2,3,1,8,0.21,0,124,0.713,Public display of affection,1
S09912,7,4,3,1,12,0.94,1,21,0.056,Membership in fraternities,1
S09913,6,3,3,1,8,0.82,1,11,0.278,Smoking/Vaping,0
S09914,4,1,3,1,9,0.82,1,29,0.102,Extortion,1
S09915,7,6,1,2,13,0.67,1,33,0.3,Membership in fraternities,1
S09916,4,2,2,2,8,0.73,1,26,0.148,Stealing property,1
S09917,4,4,0,2,9,0.66,1,4,0.179,Stealing property,1
S09918,2,1,1,1,5,0.22,0,22,0.598,Use of foul language,1
S09919,3,2,1,0,7,0.75,1,35,0.022,Gross disrespect to authority,0
S09920,2,1,1,1,4,0.78,1,29,0.096,Forgery,1
S09921,3,3,0,0,6,0.94,1,13,0.139,Forgery,1
S09922,3,1,2,3,7,0.64,1,14,0.088,Smoking/Vaping,0
S09923,2,2,0,1,6,0.19,0,122,0.592,Littering the campus,0
S09924,5,3,2,0,10,0.9,1,7,0.103,Vandalism,1
S09925,3,2,1,1,8,0.81,1,40,0.271,Extortion,1
S09926,7,4,3,1,13,0.89,1,17,0.148,Smoking/Vaping,1
S09927,5,4,1,3,10,0.89,1,28,0.271,Smoking/Vaping,0
S09928,4,2,2,1,7,0.34,0,120,0.485,Wearing inappropriate/incomplete uniform,0
S09929,6,6,0,1,9,0.67,1,10,0.162,Extortion,1
S09930,5,2,3,3,12,0.91,1,39,0.145,Stealing property,0
S09931,7,5,2,2,14,0.65,1,25,0.155,Gross disrespect to authority,1
S09932,6,4,2,3,10,0.95,1,30,0.172,Cheating in examinations,1
S09933,1,0,1,1,3,0.3,0,56,0.537,Use of foul language,0
S09934,4,1,3,3,11,0.81,1,28,0.217,Engaging in gambling,0
S09935,6,5,1,0,11,0.65,1,4,0.052,Forgery,1
S09936,2,2,0,0,7,0.7,1,2,0.242,Engaging in gambling,0
S09937,9,6,3,3,14,0.79,1,31,0.262,Extortion,1
S09938,4,1,3,0,6,0.11,0,196,0.5,Unexcused tardiness/absence from class,0
S09939,5,2,3,0,7,0.68,1,4,0.247,Smoking/Vaping,0
S09940,9,6,3,3,14,0.93,1,32,0.277,Stealing property,1
S09941,6,2,4,0,7,0.23,0,172,0.496,Unexcused tardiness/absence from class,0
S09942,5,5,0,3,11,0.94,1,40,0.217,Smoking/Vaping,0
S09943,5,4,1,1,7,0.89,1,5,0.215,Forgery,0
S09944,3,1,2,1,6,0.68,1,11,0.143,Bullying,1
S09945,5,2,3,1,8,0.61,1,9,0.106,Smoking/Vaping,1
S09946,3,1,2,1,6,0.14,0,107,0.503,Use of foul language,0
S09947,2,1,1,1,8,0.14,0,150,0.555,Littering the campus,0
S09948,2,1,1,0,4,0.37,0,177,0.684,Littering the campus,0
S09949,5,3,2,2,8,0.83,1,23,0.094,Membership in fraternities,1
S09950,5,2,3,2,12,0.83,1,10,0.005,Bullying,1
S09951,2,2,0,0,3,0.43,0,138,0.688,Unexcused tardiness/absence from class,1
S09952,2,2,0,1,8,0.11,0,124,0.575,Use of foul language,0
S09953,2,2,0,3,10,0.65,1,5,0.106,Engaging in immoral conduct,0
S09954,2,2,0,0,7,0.77,1,8,0.063,Engaging in immoral conduct,1
S09955,3,3,0,1,5,0.92,1,34,0.163,Extortion,1
S09956,4,2,2,3,9,0.86,1,34,0.144,Vandalism,1
S09957,3,2,1,0,8,0.28,0,149,0.598,Unexcused tardiness/absence from class,0
S09958,4,1,3,3,10,0.78,1,16,0.187,Forgery,1
S09959,3,1,2,3,10,0.89,1,25,0.349,Vandalism,1
S09960,4,4,0,2,10,0.6,1,16,0.213,Extortion,1
S09961,2,1,1,2,7,0.84,1,13,0.084,Engaging in gambling,1
S09962,1,1,0,3,8,0.75,1,1,0.054,Engaging in gambling,1
S09963,6,3,3,0,8,0.82,1,38,0.161,Cheating in examinations,1
S09964,9,6,3,1,14,0.83,1,28,0.124,Smoking/Vaping,0
S09965,1,1,0,1,4,0.8,1,2,0.254,Gross disrespect to authority,1
S09966,2,1,1,3,9,0.78,1,22,0.225,Engaging in immoral conduct,1
S09967,2,2,0,1,6,0.88,1,35,0.153,Bullying,1
S09968,1,1,0,2,4,0.21,0,26,0.72,Littering the campus,0
S09969,2,2,0,3,7,0.91,1,2,0.174,Gross disrespect to authority,1
S09970,5,2,3,2,10,0.97,1,6,0.048,Smoking/Vaping,1
S09971,5,5,0,3,12,0.98,1,27,0.124,Forgery,0
S09972,8,5,3,3,12,0.82,1,13,0.255,Engaging in immoral conduct,1
S09973,7,6,1,3,12,0.71,1,12,0.144,Forgery,1
S09974,2,2,0,1,5,0.49,0,186,0.696,Public display of affection,0
S09975,5,3,2,0,8,0.73,1,6,0.031,Stealing property,0
S09976,3,0,3,2,7,0.21,0,45,0.568,Public display of affection,1
S09977,3,1,2,0,5,0.41,0,24,0.498,Use of foul language,0
S09978,5,3,2,0,6,0.68,1,14,0.31,Engaging in gambling,1
S09979,4,1,3,2,10,0.8,1,1,0.053,Bullying,1
S09980,1,1,0,2,7,0.7,1,38,0.242,Cheating in examinations,1
S09981,7,6,1,0,10,0.6,1,9,0.053,Extortion,0
S09982,6,4,2,1,9,0.62,1,25,0.001,Membership in fraternities,0
S09983,4,4,0,1,10,0.73,1,28,0.341,Gross disrespect to authority,1
S09984,4,0,4,1,8,0.31,0,46,0.656,Use of foul language,0
S09985,2,1,1,0,3,0.85,1,33,0.16,Extortion,1
S09986,2,2,0,0,5,0.35,0,125,0.743,Littering the campus,0
S09987,0,0,0,1,5,0.33,0,53,0.694,Littering the campus,0
S09988,2,2,0,3,7,0.8,1,17,0.021,Extortion,0
S09989,4,2,2,0,8,0.25,0,102,0.758,Littering the campus,0
S09990,5,3,2,2,8,0.82,1,5,0.103,Smoking/Vaping,1
S09991,2,1,1,1,8,0.98,1,29,0.225,Membership in fraternities,0
S09992,4,2,2,0,5,0.49,0,117,0.452,Use of foul language,0
S09993,2,2,0,1,7,0.96,1,13,0.055,Extortion,1
S09994,1,0,1,1,7,0.13,0,169,0.751,Unexcused tardiness/absence from class,0
S09995,6,3,3,3,11,0.96,1,0,0.052,Membership in fraternities,1
S09996,6,4,2,2,10,0.7,1,6,0.045,Engaging in gambling,0
S09997,5,3,2,0,8,0.64,1,24,0.309,Bullying,1
S09998,8,6,2,3,15,0.97,1,25,0.07,Forgery,1
S09999,2,0,2,2,9,0.26,0,28,0.577,Unexcused tardiness/absence from class,1
S10000,6,5,1,3,10,0.88,1,5,0.053,Extortion,1
S10001,2,1,1,0,3,0.91,1,24,0.206,Bullying,1
S10002,5,2,3,1,10,0.6,1,23,0.09,Smoking/Vaping,0
S10003,2,2,0,2,9,0.16,0,34,0.753,Use of foul language,0
S10004,3,1,2,0,5,0.44,0,68,0.556,Unexcused tardiness/absence from class,0
S10005,4,4,0,0,8,0.79,1,21,0.348,Membership in fraternities,1
S10006,6,4,2,1,11,0.63,1,32,0.195,Stealing property,1
S10007,4,4,0,3,11,0.66,1,29,0.17,Extortion,1
S10008,4,3,1,2,10,0.68,1,30,0.015,Gross disrespect to authority,1
S10009,5,4,1,2,12,0.92,1,34,0.274,Cheating in examinations,1
S10010,7,4,3,0,11,0.91,1,17,0.243,Gross disrespect to authority,1
S10011,5,4,1,0,7,0.92,1,40,0.058,Vandalism,1
S10012,6,3,3,2,10,0.8,1,37,0.199,Membership in fraternities,1
S10013,5,2,3,1,8,0.99,1,6,0.042,Stealing property,1
S10014,4,1,3,2,10,0.8,1,6,0.313,Gross disrespect to authority,1
S10015,6,4,2,0,7,0.82,1,6,0.019,Engaging in gambling,0
S10016,5,2,3,0,10,0.34,0,168,0.71,Public display of affection,0
S10017,3,2,1,2,8,0.27,0,167,0.697,Wearing inappropriate/incomplete uniform,0
S10018,3,2,1,1,9,0.49,0,119,0.59,Wearing inappropriate/incomplete uniform,0
S10019,0,0,0,1,4,0.11,0,172,0.52,Wearing inappropriate/incomplete uniform,0
S10020,2,2,0,1,6,0.92,1,32,0.252,Stealing property,0
S10021,5,2,3,2,10,0.1,0,81,0.408,Unexcused tardiness/absence from class,0
S10022,2,2,0,1,4,0.27,0,73,0.631,Unexcused tardiness/absence from class,0
S10023,4,0,4,2,11,0.27,0,178,0.685,Wearing inappropriate/incomplete uniform,1
S10024,3,0,3,0,6,0.36,0,122,0.459,Public display of affection,1
S10025,8,5,3,0,10,0.75,1,27,0.344,Extortion,1
S10026,7,6,1,3,13,0.75,1,12,0.321,Gross disrespect to authority,0
S10027,6,5,1,0,8,0.77,1,40,0.047,Engaging in gambling,1
S10028,4,1,3,0,7,0.19,0,66,0.539,Use of foul language,0
S10029,5,1,4,0,8,0.43,0,148,0.657,Wearing inappropriate/incomplete uniform,0
S10030,7,6,1,1,12,0.75,1,15,0.297,Extortion,1
S10031,0,0,0,2,4,0.15,0,48,0.594,Public display of affection,0
S10032,4,0,4,1,7,0.27,0,122,0.657,Public display of affection,0
S10033,2,1,1,1,4,0.14,0,111,0.748,Unexcused tardiness/absence from class,0
S10034,5,2,3,2,8,0.4,0,30,0.663,Unexcused tardiness/absence from class,0
S10035,2,2,0,0,4,0.86,1,15,0.025,Stealing property,1
S10036,2,1,1,1,5,0.86,1,12,0.317,Forgery,1
S10037,2,1,1,1,4,0.12,0,39,0.429,Unexcused tardiness/absence from class,0
S10038,4,0,4,1,7,0.44,0,133,0.746,Wearing inappropriate/incomplete uniform,1
S10039,2,2,0,2,8,0.37,0,24,0.458,Wearing inappropriate/incomplete uniform,0
S10040,4,4,0,1,10,0.76,1,26,0.205,Gross disrespect to authority,0
S10041,4,1,3,2,9,0.97,1,34,0.201,Forgery,1
S10042,1,1,0,3,9,0.86,1,9,0.244,Engaging in gambling,1
S10043,5,4,1,3,10,0.93,1,13,0.307,Extortion,1
S10044,6,5,1,3,11,0.64,1,28,0.032,Stealing property,1
S10045,4,3,1,1,10,0.94,1,29,0.09,Smoking/Vaping,1
S10046,8,6,2,1,10,0.69,1,21,0.076,Bullying,0
S10047,4,1,3,0,8,0.27,0,58,0.768,Unexcused tardiness/absence from class,0
