student_id,most_repeated_violation,frequency,repeated_major_count,repeated_minor_count,ongoing_incident_count,total_incidents,is_major,avg_severity,will_reoffend_same_violation,no_violation_count,behavior_ratio
S09045,Colored nail polish,5,1,1,0,6,0,0.126,0,0,0.083
S09046,Using another person's identity,4,1,2,0,4,1,0.498,1,5,0.667
S09047,Engaging in premarital sex,0,2,1,0,2,1,0.424,0,3,1.333
S09048,"Not following prescribed hair cut (trendy/punk haircut, long hair and bearded, mohawk, top knot, skinhead)",4,0,0,0,6,0,0.149,1,0,0.091
S09049,Pushing of prohibited drugs,3,2,0,0,5,1,0.259,0,5,0.667
S09050,Wearing of accessories not part of the daily uniform (e.g. multiple pairs of earrings for females),8,1,1,2,11,0,0.394,1,0,0.05
S09051,"Not following prescribed hair cut (trendy/punk haircut, long hair and bearded, mohawk, top knot, skinhead)",7,1,0,2,9,0,0.26,1,0,0.059
S09052,"Damage, destruction of network, computer or information (e.g., deleting someone else's file)",2,1,0,0,4,1,0.229,1,0,0.143
S09053,Unexcused tardiness/absence from class,7,0,0,0,9,0,0.313,1,0,0.059
S09054,"Stealing property of the school, students, school personnel, and fellow students",3,1,0,0,3,1,0.41,1,0,0.143
S09055,"Grave threat on any student, personnel or administrator",2,0,2,0,3,1,0.254,1,0,0.167
S09056,Inciting others to violate school regulations or not to attend classes,6,0,0,0,8,1,0.416,1,0,0.067
S09057,Gambling/betting in all forms,5,2,2,2,8,1,0.466,1,0,0.071
S09058,Indecency in media,5,1,2,0,7,0,0.288,1,0,0.077
S09059,Extortion or blackmailing or attempt,3,0,1,0,5,1,0.056,1,2,0.333
S09060,"Wearing of heavy make-up or cosmetics (dark mascara, eyeliner, lipsticks, eye shadows, facial make-up)",7,1,1,0,9,0,0.234,1,0,0.059
S09061,"Not attending school function/activities (Mass/Novena, Program/Forum, Seminar/Symposium, GE/SG, ALC)",0,1,0,1,1,0,0.064,0,5,3.0
S09062,"A student caught lending, borrowing, using another person’s ID/SSP",1,1,2,0,2,0,0.205,0,7,2.0
S09063,"Purchase, sale or distribution of alcoholic beverages or cigarettes",6,0,0,1,9,1,0.383,1,0,0.062
S09064,Bringing outsiders to school during school function/activity,7,2,0,2,10,1,0.319,0,0,0.056
S09065,Cybersecurity breach (plagiarism),5,4,1,2,8,1,0.475,1,1,0.143
S09066,"Insubordination to authorities, supervisors, and personnel, faculty members verbally, in writing, physically and slander/oral defamation",4,0,0,1,5,1,0.308,1,4,0.5
S09067,Gaining access to the school computer or computer network,3,1,2,2,7,1,0.29,1,0,0.091
S09068,Gambling/betting in all forms,0,1,2,1,2,1,0.5,0,7,2.667
S09069,Students/fellow students - Physically,7,2,0,0,7,1,0.547,1,0,0.067
S09070,Promoting or participating in immoral/indecent conduct on or off campus,5,1,2,1,7,1,0.404,1,2,0.231
S09071,"Wearing of school uniform/program uniform improperly (e.g. club shirt, outing, internet places)",1,1,1,0,3,0,0.126,0,0,0.2
S09072,Assault fellow students,6,0,1,0,7,1,0.412,1,1,0.143
S09073,"Possession or use of deadly weapons, explosives, prohibited drugs",4,2,1,0,5,1,0.252,1,0,0.1
S09074,Colored dyed color/hair/beard,3,1,1,0,5,0,0.068,0,0,0.111
S09075,Engaging in trouble outside the campus endangering the name of school,4,3,1,0,5,1,0.399,0,4,0.5
S09076,"Wearing of heavy make-up or cosmetics (dark mascara, eyeliner, lipsticks, eye shadows, facial make-up)",0,1,1,0,1,0,0.104,0,0,0.5
S09077,"Not following prescribed hair cut (trendy/punk haircut, long hair and bearded, mohawk, top knot, skinhead)",3,0,2,1,5,0,0.439,0,1,0.222
S09078,Engaging in trouble outside the campus endangering the name of school,0,2,2,1,3,1,0.501,0,0,0.25
S09079,"Introduction of improper, foul or indecent language or gesture",7,0,1,2,11,1,0.424,1,0,0.053
S09080,Bringing outsiders to school for improper purpose,3,3,0,0,3,1,0.549,1,4,0.714
S09081,"Littering the campus (candy wrappers, bottles, plastic materials)",6,0,3,0,7,0,0.375,1,2,0.214
S09082,"Wearing of scarves, patches, caps",7,0,2,1,9,0,0.418,1,0,0.059
S09083,Lack of respect to faculty/authority,2,2,0,0,4,1,0.432,0,0,0.143
S09084,Membership in sororities and fraternities,6,0,1,1,7,1,0.299,0,1,0.143
S09085,Wilful and malicious damage of the property of any member of school community,1,1,2,1,3,1,0.313,1,4,1.0
S09086,"Introducing false information, accessing someone else’s account and sending offensive email, etc.",4,1,2,0,6,1,0.409,1,0,0.091
S09087,"Forging signatures of school authorities, parents, guardians or students",2,1,2,0,3,1,0.394,0,0,0.167
S09088,Gambling/betting in all forms,5,4,0,0,6,1,0.524,1,0,0.083
S09089,Organizing of groups for purpose of destroying school properties,4,0,0,0,4,1,0.285,0,5,0.667
S09090,Wilful and malicious damage of the property of any member of school community,3,2,1,1,4,1,0.215,0,3,0.5
S09091,"Introducing false information, accessing someone else’s account and sending offensive email, etc.",6,1,2,2,8,1,0.339,1,0,0.067
S09092,"Falsification of official documents, test papers, clearances and confidential",4,0,0,0,5,1,0.317,1,0,0.1
S09093,Extortion or blackmailing or attempt,4,4,0,0,6,1,0.475,0,0,0.091
S09094,Engaging in any form of gambling,4,2,2,0,4,1,0.689,0,0,0.111
S09095,Real acts of threat (major/minor) that constitute incompatibility,1,2,1,0,3,1,0.267,1,0,0.2
S09096,"Altering information (e.g., changing the password of someone else's account and accessed data/files beyond authorization)",4,1,1,0,5,1,0.154,0,1,0.2
S09097,"Purchase, sale or distribution of alcoholic beverages or cigarettes",6,3,1,0,6,1,0.495,1,0,0.077
S09098,"Purchase, sale or distribution of alcoholic beverages or cigarettes",6,4,1,2,10,1,0.708,1,0,0.059
S09099,"Altering information (e.g., changing the password of someone else's account and accessed data/files beyond authorization)",5,0,0,0,5,1,0.325,0,0,0.091
S09100,"A student caught lending, borrowing, using another person’s ID/SSP",3,1,4,1,5,0,0.261,1,1,0.222
S09101,Unbecoming attitude of an image as Pitikarts such as gossiping in multi-media to endanger others,1,4,2,0,1,1,0.5,0,2,1.0
S09102,Pushing of prohibited drugs,7,1,0,1,9,1,0.365,1,0,0.059
S09103,Engaging in any form of gambling,3,1,0,1,6,1,0.079,1,2,0.3
S09104,"A student caught lending, borrowing, using another person’s ID/SSP",3,0,4,1,6,0,0.337,0,0,0.1
S09105,Use of foul language,6,0,1,0,6,0,0.327,1,0,0.077
S09106,"Wearing inappropriate/incomplete uniform (No validated ID, flat shoes, colored pants, colored t-shirt, no/old socks)",5,0,2,0,5,0,0.234,1,0,0.091
S09107,Promoting or participating in immoral/indecent conduct on or off campus,6,1,1,0,7,1,0.499,1,0,0.071
S09108,"Cheating in examinations, projects, case reports and research papers of others",3,3,0,1,4,1,0.504,0,6,0.875
S09109,Promoting or participating in immoral/indecent conduct on or off campus,3,2,2,1,5,1,0.308,1,6,0.778
S09110,Wilful failure to comply with promises or notices issued for purposes of investigation in connection with conducted trial of offense,1,3,1,0,3,1,0.341,0,1,0.4
S09111,Gambling/betting in all forms,1,1,0,2,4,1,0.496,0,5,1.0
S09112,"Forging signatures of school authorities, parents, guardians or students",6,2,0,0,7,1,0.614,0,0,0.071
S09113,Membership in sororities and fraternities,4,2,2,0,4,1,0.578,1,3,0.444
S09114,"Littering the campus (candy wrappers, bottles, plastic materials)",6,0,0,1,7,0,0.226,1,0,0.071
S09115,Inciting others to violate school regulations or not to attend classes,0,0,2,1,2,1,0.299,1,3,1.333
S09116,"Wearing of plunging necklines, backless, spaghetti straps, indecent attire",6,1,0,0,8,1,0.274,1,0,0.067
S09117,Real acts of threat (major/minor) that constitute incompatibility,4,1,2,0,4,1,0.243,1,4,0.556
S09118,"Wearing inappropriate/incomplete uniform (No validated ID, flat shoes, colored pants, colored t-shirt, no/old socks)",4,1,0,0,5,0,0.071,0,4,0.5
S09119,Wearing and using of electronic headset and/or audio/electronic gadgets and tools during class without teacher's permission,3,1,1,0,5,0,0.019,0,0,0.111
S09120,"Purchase, sale or distribution of alcoholic beverages or cigarettes",3,1,2,0,3,1,0.605,1,2,0.429
S09121,Assault fellow students,3,0,2,1,4,1,0.447,0,1,0.25
S09122,Wearing and using of electronic headset and/or audio/electronic gadgets and tools during class without teacher's permission,2,0,3,2,6,0,0.433,0,6,0.778
S09123,Wilful failure to comply with promises or notices issued for purposes of investigation in connection with conducted trial of offense,7,2,2,0,8,1,0.462,1,0,0.062
S09124,Bringing dishonor to the name of school,0,0,2,0,1,1,0.148,0,0,0.5
S09125,Preventing normal operation (e.g. changing the configuration or BIOS setup of computers),4,3,0,0,6,1,0.596,0,0,0.091
S09126,Jumping over the fence,2,2,0,2,4,1,0.324,1,0,0.143
S09127,"Engaging outside marriage, obscene and immoral conduct in and off campus",3,3,1,1,5,1,0.551,0,0,0.111
S09128,"Not attending school function/activities (Mass/Novena, Program/Forum, Seminar/Symposium, GE/SG, ALC)",4,0,2,0,6,0,0.4,1,0,0.091
S09129,Real acts of threat (major/minor) that constitute incompatibility,1,1,1,1,3,1,0.271,1,0,0.2
S09130,Wearing of improper and other colored PE uniforms,7,1,1,0,7,0,0.33,1,0,0.067
S09131,"Purchase, sale or distribution of alcoholic beverages or cigarettes",8,0,0,1,9,1,0.358,1,0,0.056
S09132,Unexcused tardiness/absence from class,6,1,1,0,6,0,0.356,1,1,0.154
S09133,Engaging in premarital sex,3,2,2,0,4,1,0.153,1,6,0.875
S09134,Inciting others to violate school regulations or not to attend classes,1,0,0,0,1,1,0.28,1,2,1.0
S09135,Assault fellow students,4,3,1,1,5,1,0.542,1,0,0.1
S09136,"Insubordination to authorities, supervisors, and personnel, faculty members verbally, in writing, physically and slander/oral defamation",3,2,1,0,4,1,0.622,1,0,0.125
S09137,Public display of affection in any places inside the campus or in social media,2,1,1,0,3,0,0.109,1,0,0.167
S09138,Unexcused tardiness/absence from class,5,1,0,0,7,0,0.338,0,0,0.077
S09139,Using another person's identity,5,1,0,0,5,1,0.472,0,0,0.091
S09140,Viewing pornographic sites on the Internet/websites in the Computer Laboratory,1,1,1,0,2,1,0.365,0,0,0.25
S09141,Lack of respect to faculty/authority,1,4,1,0,1,1,0.511,1,8,3.0
S09142,"Smoking, vaping or possession of cigarettes, drinking hard drinks or liquor in and outside the school campus",2,0,0,0,3,1,0.307,1,7,1.333
S09143,Engaging in trouble outside the campus endangering the name of school,1,0,2,2,3,1,0.201,0,6,1.4
S09144,Wearing and using of electronic headset and/or audio/electronic gadgets and tools during class without teacher's permission,2,0,3,1,3,0,0.294,0,0,0.167
S09145,"Wearing of plunging necklines, backless, spaghetti straps, indecent attire",3,3,0,0,3,1,0.443,1,2,0.429
S09146,Real acts of threat (major/minor) that constitute incompatibility,6,3,0,1,9,1,0.589,0,0,0.062
S09147,Promoting or participating in immoral/indecent conduct on or off campus,2,1,0,2,6,1,0.541,1,0,0.111
S09148,Leaving the classroom without permission during class hour and school activity,7,2,0,1,8,1,0.559,1,0,0.062
S09149,"Display, possession or distribution of pornographic materials, downloading and uploading of pornographic pictures",5,2,1,0,5,1,0.378,1,3,0.364
S09150,"Not following prescribed hair cut (trendy/punk haircut, long hair and bearded, mohawk, top knot, skinhead)",5,0,3,1,6,0,0.413,0,0,0.083
S09151,"Purchase, sale or distribution of alcoholic beverages or cigarettes",3,2,0,1,4,1,0.349,0,0,0.125
S09152,Extortion or blackmailing or attempt,6,3,1,1,7,1,0.493,1,3,0.286
S09153,Jumping over the fence,0,2,2,1,1,1,0.44,0,9,5.0
S09154,Inciting others to violate school regulations or not to attend classes,3,1,2,2,7,1,0.521,1,0,0.091
S09155,"Wearing of plunging necklines, backless, spaghetti straps, indecent attire",1,0,0,2,4,1,0.396,1,0,0.167
S09156,Circulating destructive language and statement that is against the school through any platform,7,0,0,0,9,1,0.259,1,0,0.059
S09157,"Purchase, sale or distribution of alcoholic beverages or cigarettes",1,4,1,2,4,1,0.472,0,1,0.333
S09158,"Wearing of plunging necklines, backless, spaghetti straps, indecent attire",2,2,1,2,5,1,0.372,0,0,0.125
S09159,Real acts of threat (major/minor) that constitute incompatibility,4,2,1,0,4,1,0.305,0,1,0.222
S09160,Students/fellow students - Verbally/Written,2,0,0,0,4,1,0.358,1,0,0.143
S09161,Viewing pornographic sites on the Internet/websites in the Computer Laboratory,1,3,0,2,3,1,0.395,1,5,1.2
S09162,"Introduction of improper, foul or indecent language or gesture",3,1,0,0,5,1,0.461,0,4,0.556
S09163,Forgery,6,0,2,0,7,1,0.332,0,0,0.071
S09164,Bullying (Cyber or otherwise) Faculty members/personnel,6,0,0,0,8,1,0.461,1,0,0.067
S09165,Providing/financing parties for prohibited drugs,6,2,0,0,7,1,0.285,1,0,0.071
S09166,Students/fellow students - Physically,1,1,0,1,3,1,0.306,1,6,1.4
S09167,Use of foul language,4,0,1,1,5,0,0.237,1,1,0.2
S09168,Colored dyed color/hair/beard,4,0,0,0,4,0,0.192,1,0,0.111
S09169,"Wearing of plunging necklines, backless, spaghetti straps, indecent attire",3,1,1,1,5,1,0.255,1,0,0.111
S09170,Bringing outsiders to school during school function/activity,3,3,1,2,7,1,0.452,0,1,0.182
S09171,Real acts of threat (major/minor) that constitute incompatibility,8,2,2,0,10,1,0.488,1,1,0.105
S09172,Public display of affection in any places inside the campus or in social media,4,0,0,1,5,0,0.255,1,4,0.5
S09173,Bringing outsiders to school for improper purpose,4,4,1,2,6,1,0.632,1,0,0.091
S09174,"Gross acts of disobedience, disrespect in words and in deeds which tend to put the school or any member of the administration, faculty, staff and maintenance or students in ridicule or contempt",4,3,1,1,7,1,0.37,1,0,0.083
S09175,"Direct assault on the person or any member of the administration, faculty, staff, and/or any person vested with authority",1,1,0,0,3,1,0.258,1,2,0.6
S09176,Assault fellow students,1,1,1,2,5,1,0.342,1,3,0.571
S09177,Posting below or circulating destructive language or signs in the internet or through multimedia,7,1,2,0,8,1,0.281,1,0,0.062
S09178,Real acts of threat (major/minor) that constitute incompatibility,0,1,1,0,2,1,0.229,0,1,0.667
S09179,"Unauthorized enrichment or stealing whether attempted, frustrated, or consummated",1,1,2,1,4,1,0.232,0,4,0.833
S09180,Engaging in premarital sex,3,4,2,0,3,1,0.388,0,3,0.571
S09181,Wearing of accessories not part of the daily uniform (e.g. multiple pairs of earrings for females),4,1,2,2,7,0,0.337,0,0,0.083
S09182,Real acts of threat (major/minor) that constitute incompatibility,2,0,0,0,3,1,0.145,0,5,1.0
S09183,Placing of stickers and other objects on school ID,5,0,2,2,7,0,0.337,0,1,0.154
S09184,"Introduction of improper, foul or indecent language or gesture",0,2,0,0,2,1,0.349,0,9,3.333
S09185,Gaining access to the school computer or computer network,5,1,1,2,8,1,0.434,1,1,0.143
S09186,"Smoking, vaping or possession of cigarettes, drinking hard drinks or liquor in and outside the school campus",3,3,0,0,3,1,0.627,1,0,0.143
S09187,Shoplifting,2,2,2,2,4,1,0.333,1,1,0.286
S09188,"Falsification of official documents, test papers, clearances and confidential",4,0,0,0,4,1,0.231,0,0,0.111
S09189,"Wearing of plunging necklines, backless, spaghetti straps, indecent attire",2,0,0,1,5,1,0.323,0,5,0.75
S09190,"Stealing property of the school, students, school personnel, and fellow students",2,2,1,0,4,1,0.405,0,0,0.143
S09191,Engaging in any form of gambling,5,3,2,2,9,1,0.684,1,2,0.2
S09192,"Grave threat on any student, personnel or administrator",7,4,0,0,8,1,0.538,1,0,0.062
S09193,Providing/financing parties for prohibited drugs,1,1,2,1,2,1,0.051,1,3,1.0
S09194,Shoplifting,5,2,1,1,8,1,0.567,1,0,0.071
S09195,Posing of bikini pictures or other videos/body exposure pictures or indecent body pictures,7,0,1,2,9,0,0.353,1,0,0.059
S09196,Students/fellow students - Verbally/Written,5,0,1,0,6,1,0.333,1,3,0.333
S09197,Engaging in any form of gambling,4,2,1,1,5,1,0.541,1,1,0.2
S09198,Wearing of improper and other colored PE uniforms,3,1,2,0,3,0,0.245,1,4,0.714
S09199,Unbecoming attitude of an image as Pitikarts such as gossiping in multi-media to endanger others,3,0,2,0,5,1,0.152,1,0,0.111
S09200,"Insubordination to authorities, supervisors, and personnel, faculty members verbally, in writing, physically and slander/oral defamation",2,2,0,2,5,1,0.372,0,5,0.75
S09201,"Wearing of heavy make-up or cosmetics (dark mascara, eyeliner, lipsticks, eye shadows, facial make-up)",8,1,0,0,8,0,0.108,1,1,0.118
S09202,Cybersecurity breach (plagiarism),1,0,1,1,2,1,0.262,1,7,2.0
S09203,"Display, possession or distribution of pornographic materials, downloading and uploading of pornographic pictures",3,1,1,0,3,1,0.327,0,0,0.143
S09204,Promoting or participating in immoral/indecent conduct on or off campus,1,1,0,0,1,1,0.451,0,7,2.667
S09205,"Insubordination to authorities, supervisors, and personnel, faculty members verbally, in writing, physically and slander/oral defamation",5,0,0,2,7,1,0.195,1,0,0.077
S09206,"Forging signatures of school authorities, parents, guardians or students",5,3,1,0,6,1,0.531,0,0,0.083
S09207,Unauthorized use of information,6,0,0,0,6,1,0.172,0,2,0.231
S09208,"Falsification of official documents, test papers, clearances and confidential",0,1,0,1,2,1,0.084,0,8,3.0
S09209,Leaving the classroom without permission during class hour and school activity,1,4,2,1,2,1,0.54,0,2,0.75
